MASS-1783,42.3861374705,-71.1191404211
MASS-1777,42.3859611411,-71.1191582695
MASS-1760,42.3850814608,-71.1194936823
MASS-1762,42.3851455358,-71.1194857088
MASS-1764,42.3851760382,-71.1194821754
MASS-1766,42.3852673299,-71.1194728906
MASS-1768,42.3853254859,-71.1194673955
MASS-1741,42.3846258023,-71.119300933
MASS-1728,42.3840839473,-71.1196001963
MASS-1726,42.3840313907,-71.1196061386
MASS-1716,42.3835132718,-71.1196606674
MASS-1718,42.3835466689,-71.1196570797
MASS-1720,42.383637906,-71.1196478513
MASS-1705,42.3833898312,-71.1194369963
MASS-1703,42.3833326402,-71.1194438919
MASS-1701,42.3832725536,-71.1194506013
MASS-1699,42.3832175829,-71.1194567433
MASS-1684,42.3825565697,-71.1197653391
MASS-1682,42.3825225006,-71.1197690602
MASS-1686,42.3826474208,-71.119755558
MASS-1688,42.3826977567,-71.1197502031
MASS-1690,42.382739732,-71.1197308888
MASS-1692,42.3828827795,-71.1197306764
MASS-1672,42.3821295307,-71.11981297
MASS-1669,42.3821568598,-71.1195716668
MASS-1667,42.3820781847,-71.119579154
MASS-1665,42.3820424139,-71.1195827374
MASS-1663,42.3819687076,-71.1195908424
MASS-1680,42.3824006944,-71.119782377
MASS-1694,42.3829077339,-71.1197132041
MASS-1696,42.3830577052,-71.1197114879
MASS-1698,42.3830998796,-71.1197067741
MASS-1700,42.3831517521,-71.1197013728
MASS-1702,42.3832430584,-71.1196923291
MASS-1704,42.3832715883,-71.1196897701
MASS-1670,42.3820949132,-71.1198167869
MASS-1668,42.3820289287,-71.1198240495
MASS-1640,42.3811735226,-71.1199160415
MASS-1642,42.3812019958,-71.1199129463
MASS-1644,42.3812946309,-71.119903229
MASS-1646,42.381355734,-71.1198968842
MASS-1648,42.3813867169,-71.1198934409
MASS-1649,42.3811603428,-71.1196768917
MASS-1651,42.3811963883,-71.1196733993
MASS-1653,42.3812814286,-71.1196655964
MASS-1655,42.381327432,-71.1196611743
MASS-1650,42.3814767025,-71.1198832768
MASS-1652,42.3815073424,-71.119879854
MASS-1624,42.3806435307,-71.1199733755
MASS-1622,42.3806000367,-71.1199773751
MASS-1627,42.3807247446,-71.1197252213
MASS-1625,42.3806704043,-71.1197311554
MASS-1623,42.3805888937,-71.1197400658
MASS-1621,42.3805461153,-71.1197447089
MASS-1619,42.380489841,-71.1197508397
MASS-1617,42.3803941899,-71.1197612785
MASS-1615,42.3802998846,-71.1197720978
MASS-1607,42.3798002723,-71.1198261591
MASS-1596,42.3796038737,-71.1201650687
MASS-1598,42.3796723407,-71.1201450229
MASS-1600,42.3797039638,-71.1201360427
MASS-1597,42.3794775516,-71.1198621681
MASS-1599,42.3795659032,-71.1198516069
MASS-1601,42.3796030981,-71.119847164
MASS-1603,42.3796827408,-71.119837673
MASS-1605,42.3797175787,-71.1198341325
MASS-1587,42.3791674149,-71.1198947516
MASS-1585,42.379131658,-71.1198983901
MASS-1586,42.3791881071,-71.1202900358
MASS-1588,42.37924363,-71.1202723997
MASS-1578,42.3791774738,-71.1201362444
MASS-1580,42.3792144512,-71.1201324322
MASS-1576,42.3791176026,-71.1201417485
MASS-1574,42.379026364,-71.1201505685
MASS-1572,42.3789961349,-71.1201537665
MASS-1570,42.3789317001,-71.120160834
MASS-1579,42.3787608961,-71.1199408308
MASS-1577,42.3787043425,-71.119945501
MASS-1575,42.3786454708,-71.1199503516
MASS-1573,42.3785932705,-71.1199561984
MASS-1571,42.3785149291,-71.1199650522
MASS-1569,42.3784862231,-71.1199682781
MASS-1567,42.3784329666,-71.1199742237
MASS-1565,42.3783550501,-71.1199829268
MASS-1568,42.3788173116,-71.1201727169
MASS-1566,42.378759938,-71.120178354
MASS-1564,42.3786728842,-71.1201872043
MASS-1562,42.3786429708,-71.1201904374
MASS-1560,42.3785778102,-71.1201979348
MASS-1558,42.3784924198,-71.1202077558
MASS-1546,42.3781600033,-71.1202451898
MASS-1548,42.3782244364,-71.1202376043
MASS-1550,42.3782528953,-71.120234306
MASS-1552,42.3783386432,-71.1202247234
MASS-1554,42.3783733432,-71.120220925
MASS-1556,42.378460148,-71.1202114471
MASS-1532,42.3774817875,-71.1201646386
MASS-1534,42.3775326384,-71.1201864098
MASS-1530,42.3774304455,-71.1201437402
MASS-1528,42.3773783481,-71.1201225688
MASS-1526,42.3773279957,-71.1201022011
MASS-1524,42.3772771353,-71.120081707
MASS-1522,42.377225162,-71.1200607385
MASS-1520,42.3771733528,-71.1200396395
MASS-1518,42.3771215432,-71.1200183925
MASS-1516,42.3770684835,-71.1199966904
MASS-1514,42.3770135835,-71.1199744257
MASS-1512,42.3769604286,-71.1199529833
MASS-1510,42.3769107493,-71.1199328525
MASS-1508,42.3768612756,-71.1199126649
MASS-1506,42.3768099195,-71.1198916559
MASS-1504,42.3767583166,-71.1198706855
MASS-1502,42.3767061654,-71.1198498849
MASS-1500,42.3766562956,-71.119830255
MASS-1498,42.3766089812,-71.119811646
MASS-1496,42.3765589461,-71.119791795
MASS-1494,42.3765081541,-71.119771264
MASS-1237,42.3728009602,-71.1165407847
MASS-1235,42.3727808782,-71.1164680944
MASS-1239,42.3728218772,-71.1166170227
MASS-1304,42.3729225415,-71.1174035432
MASS-1302,42.372901046,-71.1173347098
MASS-1300,42.372882458,-71.1172696522
MASS-1278,42.3727862208,-71.1169350029
MASS-1280,42.372805711,-71.1170031266
MASS-1276,42.3727661754,-71.1168649953
MASS-1274,42.3727470253,-71.1167960371
MASS-1272,42.3726866826,-71.1165694181
MASS-1231,42.3726886496,-71.1161512786
MASS-1229,42.3726593182,-71.1160822159
MASS-1227,42.3726275047,-71.1160176462
MASS-1202,42.3724316069,-71.1159318316
MASS-1200,42.3723938972,-71.1158848024
MASS-1204,42.3724707357,-71.1159806286
MASS-1206,42.3725087387,-71.1160292289
MASS-1208,42.3725435263,-71.1160804948
MASS-1210,42.3725786126,-71.1161472835
MASS-1212,42.372604574,-71.1162096868
MASS-1225,42.372497932,-71.1156732848
MASS-1223,42.3724792943,-71.1156059524
MASS-1221,42.3724605038,-71.1155380659
MASS-1152,42.3718946297,-71.1152780721
MASS-1150,42.3718556453,-71.1152314956
MASS-1148,42.3718177847,-71.1151845792
MASS-1146,42.3717795376,-71.1151369436
MASS-1144,42.3717424477,-71.1150907257
MASS-1165,42.3718441215,-71.11503097
MASS-1163,42.3718087421,-71.1149874988
MASS-1161,42.3717742582,-71.1149451323
MASS-1159,42.3716973961,-71.1148506779
MASS-1140,42.3715930272,-71.1149045476
MASS-1138,42.3715549728,-71.1148571517
MASS-1136,42.3715171113,-71.1148099952
MASS-1142,42.371630186,-71.1149508574
MASS-1147,42.3713496317,-71.1144183385
MASS-1145,42.3713115014,-71.1143729049
MASS-1143,42.3712734813,-71.1143276002
MASS-1132,42.3714389632,-71.1147126072
MASS-1130,42.3714000821,-71.1146641618
MASS-1134,42.3714779684,-71.1147612183
MASS-1126,42.3713210936,-71.1145657801
MASS-1128,42.371361132,-71.114615643
MASS-1124,42.3712809862,-71.1145158251
MASS-1122,42.3712419534,-71.1144672144
MASS-1120,42.3712020256,-71.1144176286
MASS-1118,42.3711504413,-71.1143739054
MASS-1135,42.3710530244,-71.1140991162
MASS-1137,42.3711052557,-71.1141230182
MASS-1139,42.3711430595,-71.1141692492
MASS-1133,42.3709786463,-71.11396829
MASS-1131,42.3709374258,-71.1139178984
MASS-1114,42.3706930069,-71.1137981211
MASS-1112,42.3706393674,-71.1137308014
MASS-0999,42.369546605,-71.1116436472
MASS-1110,42.3705811805,-71.1136576256
MASS-1108,42.3705313158,-71.1135949088
MASS-1106,42.3704878857,-71.1135402941
MASS-1104,42.3704471975,-71.1134891228
MASS-1102,42.3704056688,-71.1134369021
MASS-1067,42.3704577476,-71.1133214765
MASS-1069,42.3704977445,-71.1133710606
MASS-1071,42.3705424258,-71.1134264447
MASS-1073,42.3705862115,-71.1134807056
MASS-1075,42.3706299283,-71.113534893
MASS-1077,42.3706746096,-71.1135902772
MASS-1040,42.3696910007,-71.1123073442
MASS-1042,42.369714763,-71.1123720509
MASS-1038,42.3696669061,-71.112241733
MASS-1036,42.3696418412,-71.1121732228
MASS-1034,42.3696151817,-71.1120997267
MASS-1041,42.3697691063,-71.1122368138
MASS-1039,42.3697325686,-71.1121715748
MASS-1037,42.3697192317,-71.1121022156
MASS-1035,42.3696929206,-71.1120303455
MASS-1033,42.3696667618,-71.1119589001
MASS-1043,42.3698390961,-71.1124572717
MASS-1045,42.3698762503,-71.1125222666
MASS-1020,42.3694430312,-71.1116278157
MASS-1018,42.3694118729,-71.1115426724
MASS-1016,42.3693704261,-71.1114296719
MASS-1014,42.3693488095,-71.1113707441
MASS-1012,42.3693257803,-71.1113079394
MASS-1010,42.3693024048,-71.1112441748
MASS-1008,42.3692799282,-71.1111824955
MASS-1022,42.3694681104,-71.1116963994
MASS-1024,42.3694924832,-71.1117630446
MASS-1026,42.3695158313,-71.1118269023
MASS-1028,42.3695391517,-71.1118907048
MASS-0997,42.3695078009,-71.1115696709
MASS-0995,42.3694904964,-71.1114874955
MASS-0993,42.3694660776,-71.1114194629
MASS-1006,42.3692160924,-71.1110054843
MASS-1004,42.3691922561,-71.1109393729
MASS-1002,42.3691666753,-71.1108686651
MASS-1000,42.3690793966,-71.1106284459
MASS-0944,42.3688915527,-71.1101146017
MASS-0942,42.3688671611,-71.1100467367
MASS-0940,42.3688427694,-71.1099788716
MASS-0938,42.3688176161,-71.1099130097
MASS-0936,42.3687902081,-71.1098458109
MASS-0934,42.3687615974,-71.1097759738
MASS-0932,42.3687338723,-71.1097083331
MASS-0935,42.3689302873,-71.1099087993
MASS-0933,42.3689070713,-71.1098437394
MASS-0931,42.3688608476,-71.1097831326
MASS-0929,42.3687627723,-71.1094712669
MASS-0927,42.3687358361,-71.1094057122
MASS-0925,42.3687092339,-71.1093415432
MASS-0923,42.3686816204,-71.1092785647
MASS-0921,42.3686522751,-71.1092147088
MASS-0919,42.3686229297,-71.1091508345
MASS-0917,42.368525914,-71.1089695178
MASS-0915,42.3685025781,-71.1088935614
MASS-0926,42.3685376612,-71.1092326983
MASS-0924,42.3685078295,-71.1091670138
MASS-0922,42.3684806858,-71.1091050503
MASS-0928,42.3685690923,-71.1093572293
MASS-0930,42.3686177878,-71.1094143418
MASS-0892,42.3682094724,-71.1085475662
MASS-0890,42.3681866654,-71.1084739199
MASS-0888,42.368158784,-71.1084170312
MASS-0734,42.3661430777,-71.1050974522
MASS-0886,42.3681284572,-71.1083551806
MASS-0891,42.3681662782,-71.1082486319
MASS-0889,42.3681241265,-71.1081068874
MASS-0887,42.368050354,-71.1079625268
MASS-0885,42.3680228421,-71.1079094476
MASS-0883,42.3679891898,-71.1078703388
MASS-0881,42.367960062,-71.1078141429
MASS-0882,42.3679884388,-71.1081008638
MASS-0880,42.3679633773,-71.1080260107
MASS-0878,42.3679289851,-71.107958968
MASS-0876,42.3678950347,-71.1078927738
MASS-0874,42.3677922855,-71.1077125142
MASS-0872,42.3677067375,-71.1075713362
MASS-0870,42.3676700763,-71.1075109319
MASS-0866,42.3675509718,-71.1073145858
MASS-0864,42.367514752,-71.1072549006
MASS-0862,42.3674772102,-71.1071938175
MASS-0860,42.3674385137,-71.1071320942
MASS-0855,42.3676210067,-71.1072118708
MASS-0857,42.3676472193,-71.1072781124
MASS-0847,42.3673468014,-71.1067732231
MASS-0845,42.3673028144,-71.1067252245
MASS-0843,42.3672322001,-71.1065901543
MASS-0841,42.3671958229,-71.1065327096
MASS-0799,42.3669628995,-71.1061500937
MASS-0797,42.3669235515,-71.106106637
MASS-0795,42.3668981164,-71.1060392632
MASS-0715,42.3663529147,-71.1051366241
MASS-0713,42.3663177785,-71.1050771751
MASS-0711,42.366282311,-71.1050171731
MASS-0709,42.3662457947,-71.1049553831
MASS-0707,42.3662089471,-71.1048930402
MASS-0736,42.3661802575,-71.1051606812
MASS-0732,42.3661044212,-71.1050317348
MASS-0691,42.3658926623,-71.1043575415
MASS-0689,42.3658375514,-71.1042868952
MASS-0553,42.3646060219,-71.1022106104
MASS-0551,42.3645504913,-71.1021419682
MASS-0554,42.3645054077,-71.1023487633
MASS-0552,42.3644713651,-71.1022925484
MASS-0550,42.3644246385,-71.1022146743
MASS-0485,42.3640857914,-71.1013563896
MASS-0487,42.3641310967,-71.1014079999
MASS-0489,42.3641672239,-71.1014677901
MASS-0491,42.3641986039,-71.1015196918
MASS-0493,42.3642324403,-71.1015756669
MASS-0495,42.3642699887,-71.101637798
MASS-0497,42.3643064746,-71.1016981783
MASS-0520,42.364175532,-71.1017907502
MASS-0514,42.3640745723,-71.1016149771
MASS-0512,42.3640436006,-71.1015581701
MASS-0318,42.3624949151,-71.098946467
MASS-0316,42.3623059032,-71.0986319516
MASS-0312,42.3621468477,-71.0983622784
MASS-0310,42.3621082985,-71.0982969571
MASS-0308,42.3620666298,-71.0982263274
MASS-0304,42.3619936853,-71.0981026519
MASS-0306,42.3620280942,-71.0981609876
MASS-0302,42.3619606566,-71.0980466386
MASS-0185,42.3614056791,-71.0968313406
MASS-0183,42.361377306,-71.0967611089
MASS-0181,42.3613426814,-71.096704034
MASS-0057,42.3599486748,-71.094387068
MASS-0055,42.3599059972,-71.0943267173
MASS-0053,42.3598635737,-71.094268363
MASS-0051,42.3598227178,-71.0942149382
MASS-0049,42.3596518574,-71.094008891
MASS-0047,42.3595994462,-71.0939508233
MASS-0044,42.3594130932,-71.0940007295
MASS-0042,42.3593418122,-71.0939298332
MASS-0040,42.3593132617,-71.0939031178
MASS-0021,42.3584958366,-71.0931219495
MASS-0019,42.3584407209,-71.0930945732
MASS-0017,42.3583870771,-71.0930682974
MASS-0015,42.3583355774,-71.0930430809
CAMB-1621,42.3748634703,-71.1091606936
CAMB-1623,42.3748736112,-71.1092419389
CAMB-1625,42.3748834561,-71.1093208545
CAMB-1627,42.3748823426,-71.1094010406
CAMB-1629,42.374902848,-71.1094758935
CAMB-1631,42.3749129174,-71.1095563437
CAMB-1633,42.3749234378,-71.1096403255
CAMB-1632,42.374841064,-71.1097423856
CAMB-1630,42.3748307109,-71.109663214
CAMB-1628,42.3748206113,-71.1095859653
CAMB-1626,42.3748101456,-71.1095059803
CAMB-1624,42.3747994263,-71.109424054
CAMB-1622,42.3747887631,-71.1093425344
CAMB-1620,42.3747784235,-71.1092633629
CAMB-1618,42.3747680275,-71.1091837846
CAMB-1616,42.3747572654,-71.1091014515
CAMB-1573,42.3747963558,-71.1086377142
CAMB-1571,42.3747860267,-71.1085536946
CAMB-1569,42.3747756974,-71.108469675
CAMB-1567,42.3747444121,-71.1083962587
CAMB-1533,42.3745061728,-71.1064667818
CAMB-1535,42.3745261643,-71.1065352341
CAMB-1537,42.3745239767,-71.1066056748
CAMB-1539,42.3745437326,-71.1066734439
CAMB-1541,42.3745526153,-71.1067433346
CAMB-1543,42.3745612019,-71.1068108772
CAMB-1545,42.3745700846,-71.1068807495
CAMB-1547,42.3745794607,-71.1069545231
CAMB-1549,42.3745889068,-71.1070287034
CAMB-1553,42.3746234864,-71.1072911194
CAMB-1555,42.3746340335,-71.1073703632
CAMB-1557,42.3746456384,-71.1074580753
CAMB-1559,42.3746567594,-71.1075447357
CAMB-1561,42.3746676198,-71.1076314163
CAMB-1475,42.3741732486,-71.1037968953
CAMB-1473,42.3741633316,-71.1037220343
CAMB-1471,42.374142908,-71.1036520872
CAMB-1469,42.3741444818,-71.1035792636
CAMB-1467,42.3741352228,-71.1035082474
CAMB-1465,42.3741261187,-71.1034384144
CAMB-1463,42.3741162111,-71.1033623507
CAMB-1461,42.3740944765,-71.1032863241
CAMB-1466,42.3740128335,-71.1033241404
CAMB-1464,42.3740031937,-71.1032501661
CAMB-1462,42.3739935381,-71.1031756367
CAMB-1460,42.3739844324,-71.1031053784
CAMB-1458,42.3739755378,-71.1030366916
CAMB-1437,42.3739808577,-71.1023682358
CAMB-1435,42.3739729578,-71.1022341865
CAMB-1433,42.3739652168,-71.1021699151
DUN-0005,42.3728552326,-71.1190291509
DUN-0007,42.3728316644,-71.119042597
DUN-0009,42.372783323,-71.1190702367
DUN-0014,42.3727831568,-71.1189951866
DUN-0016,42.372733951,-71.1190227945
HAW-0001,42.3761268131,-71.1257298602
HAW-0003,42.3760767786,-71.1257520658
HAW-0005,42.376000946,-71.1257857488
STO-0015,42.3738617176,-71.1227093098
STO-0013,42.3738935885,-71.1226419316
STO-0011,42.3739550211,-71.1224850023
STO-0009,42.3740328089,-71.1223492178
STO-0007,42.3740568861,-71.1222984469
CAMB-1421,42.3739026915,-71.1016619838
CAMB-1419,42.3738923849,-71.1015819817
CAMB-1417,42.3738823086,-71.1015051424
CAMB-1415,42.373872035,-71.1014267685
CAMB-1410,42.3737727723,-71.1015111617
CAMB-1412,42.3737838528,-71.1015927501
CAMB-1414,42.373794281,-71.1016721776
CAMB-1349,42.3737031731,-71.1001166956
CAMB-1347,42.373693052,-71.1000390613
CAMB-1345,42.3736826208,-71.0999590791
CAMB-1343,42.3736727534,-71.0998834232
CAMB-1344,42.3735499934,-71.0997995073
CAMB-1346,42.3735600159,-71.0998763463
CAMB-1348,42.373570842,-71.099959416
CAMB-1350,42.3735813158,-71.100039805
CAMB-1303,42.3736025923,-71.0993329857
CAMB-1301,42.3735935048,-71.0992607483
CAMB-1306,42.3735091499,-71.0994847178
CAMB-1304,42.3734992642,-71.0994078411
CAMB-1302,42.3734893785,-71.0993309643
CAMB-1263,42.3735459239,-71.0989068288
CAMB-1261,42.3735356948,-71.0988260129
CAMB-1259,42.3735255507,-71.0987459737
CAMB-1251,42.373473909,-71.0983415651
CAMB-1249,42.3734637674,-71.0982623402
CAMB-1262,42.3733934717,-71.0985906943
CAMB-1264,42.3734035087,-71.0986675328
CAMB-1266,42.3734143635,-71.098750713
CAMB-1197,42.3733401858,-71.0973199636
CAMB-1195,42.373329543,-71.0972388549
CAMB-1199,42.3733510964,-71.0974030877
CAMB-1201,42.3733619505,-71.097485805
CAMB-1203,42.3733622956,-71.0975726785
CAMB-1210,42.3732243997,-71.0972729794
CAMB-1153,42.3732430249,-71.0965700658
CAMB-1151,42.373233557,-71.0964955002
CAMB-1155,42.3732411937,-71.0966425756
CAMB-1157,42.3732637082,-71.096728475
CAMB-1159,42.3732761771,-71.0968215995
CAMB-1166,42.3731369788,-71.0966244774
CAMB-1168,42.3731471863,-71.0967065138
CAMB-1170,42.3731580289,-71.0967936162
CAMB-1172,42.3731683911,-71.0968767804
