the_geom,SRC_DATE,SPACE_ID,EditDate,Editor,SHAPE_area,SHAPE_len
"MULTIPOLYGON (((-71.1192469986301 42.38500153335178, -71.1192530805948 42.384944284834674, -71.11928260784447 42.38494600154326, -71.11927648641431 42.38500366154101, -71.1192469986301 42.38500153335178)))",1995,MASS-1753,,,168.07045,58.01134893
"MULTIPOLYGON (((-71.1192530805948 42.384944284834674, -71.11925880778075 42.38489062986817, -71.11928833484026 42.38489237401541, -71.11928260784447 42.38494600154326, -71.1192530805948 42.384944284834674)))",1995,MASS-1751,,,156.9176,55.22315954
"MULTIPOLYGON (((-71.11916552269503 42.38574018554925, -71.11916994857582 42.38569366085801, -71.11917205261518 42.38567618812875, -71.11920154170295 42.38567815169622, -71.11919947600792 42.38569540502776, -71.1191950513055 42.385741737639385, -71.11916552269503 42.38574018554925)))",1995,MASS-1775,,,186.51845,62.6257088
"MULTIPOLYGON (((-71.11917205261518 42.38567618812875, -71.11917848436235 42.38562234342235, -71.11920801043941 42.38562430711075, -71.11920154170295 42.38567815169622, -71.11917205261518 42.38567618812875)))",1995,MASS-1773,,,157.67465,55.407163
"MULTIPOLYGON (((-71.11918577073203 42.38556180602507, -71.11918588772365 42.38556081854889, -71.11919207637798 42.38550431129271, -71.11922160355697 42.38550608289694, -71.11921541492886 42.385562590154684, -71.11921537692331 42.38556275467282, -71.1192152597669 42.38556376958909, -71.11918577073203 42.38556180602507)))",1995,MASS-1769,,,168.52355,58.11653321
"MULTIPOLYGON (((-71.11917848436235 42.38562234342235, -71.11918577073203 42.38556180602507, -71.1192152597669 42.38556376958909, -71.11920801043941 42.38562430711075, -71.11917848436235 42.38562234342235)))",1995,MASS-1771,,,177.27645,60.30519666
"MULTIPOLYGON (((-71.11919207637798 42.38550431129271, -71.11919834351112 42.38544706339772, -71.11922787066362 42.38544883500037, -71.11922160355697 42.38550608289694, -71.11919207637798 42.38550431129271)))",1995,MASS-1767,,,167.5186,57.86904555
"MULTIPOLYGON (((-71.11940195808637 42.38577979642356, -71.11940935877128 42.385718683139466, -71.11943884788626 42.385720646646156, -71.1194314472296 42.38578175993208, -71.11940195808637 42.38577979642356)))",1995,MASS-1782,,,178.8636,60.71964757
"MULTIPOLYGON (((-71.1193954857178 42.38584041884557, -71.11940079018174 42.3857893419058, -71.11940082884767 42.385789067627236, -71.11940195808637 42.38577979642356, -71.1194314472296 42.38578175993208, -71.1194303179952 42.385791031136044, -71.11942501355492 42.38584210807712, -71.1193954857178 42.38584041884557)))",1995,MASS-1784,,,176.9083,60.22309124
"MULTIPOLYGON (((-71.11938908307108 42.38590175495386, -71.1193954857178 42.38584041884557, -71.11942501355492 42.38584210807712, -71.11941861093672 42.38590344418705, -71.11938908307108 42.38590175495386)))",1995,MASS-1786,,,179.3782,60.84076621
"MULTIPOLYGON (((-71.11938290596686 42.38596251555346, -71.11938405337999 42.38595022593928, -71.11938405437101 42.38595006129867, -71.11938908307108 42.38590175495386, -71.11941861093672 42.38590344418705, -71.11941358225906 42.385951750533124, -71.11941243485164 42.385964040147634, -71.11938290596686 42.38596251555346)))",1995,MASS-1788,,,177.4108,60.34964252
"MULTIPOLYGON (((-71.1193775282866 42.38601960174987, -71.11938290596686 42.38596251555346, -71.11941243485164 42.385964040147634, -71.11940705719792 42.386021126345376, -71.1193775282866 42.38601960174987)))",1995,MASS-1790,,,166.771,57.70263446
"MULTIPOLYGON (((-71.11937169121204 42.38607306426026, -71.119375353913 42.38604261725936, -71.1193775282866 42.38601960174987, -71.11940705719792 42.386021126345376, -71.11940488151365 42.38604436137625, -71.11940118065633 42.38607500033628, -71.11937169121204 42.38607306426026)))",1995,MASS-1792,,,156.9811,55.24093943
"MULTIPOLYGON (((-71.11908533157093 42.38649873628978, -71.1190913784643 42.38644121327752, -71.11912090640861 42.38644293002697, -71.11911485970717 42.38650042560068, -71.11908533157093 42.38649873628978)))",1995,MASS-1793,,,168.2016,58.04580068
"MULTIPOLYGON (((-71.1190966769431 42.38639117908259, -71.11910111365295 42.38634901749916, -71.11910126881897 42.38634783806509, -71.11913075722615 42.38634996629098, -71.11913060338286 42.38635092620434, -71.1191262050294 42.38639286839064, -71.1190966769431 42.38639117908259)))",1995,MASS-1789,,,126.09055,47.53191292
"MULTIPOLYGON (((-71.1190913784643 42.38644121327752, -71.1190966769431 42.38639117908259, -71.1191262050294 42.38639286839064, -71.11912090640861 42.38644293002697, -71.1190913784643 42.38644121327752)))",1995,MASS-1791,,,146.38485,52.59258502
"MULTIPOLYGON (((-71.12022961619702 42.38949571573403, -71.12025316488312 42.389482429871535, -71.12030391493754 42.389531825831085, -71.12028040276579 42.389545194146216, -71.12022961619702 42.38949571573403)))",1995,MASS-1950,,,181.1335,61.28451522
"MULTIPOLYGON (((-71.12028040276579 42.389545194146216, -71.12030391493754 42.389531825831085, -71.12031782609367 42.38954537252221, -71.12035216393107 42.38957855177485, -71.12032865175213 42.389591920099704, -71.1202943139198 42.38955874084013, -71.12029427739766 42.38955865839773, -71.12028040276579 42.389545194146216)))",1995,MASS-1952,,,171.627,58.90003771
"MULTIPOLYGON (((-71.12032865175213 42.389591920099704, -71.12035216393107 42.38957855177485, -71.1204031367333 42.38962786610211, -71.12037962471155 42.38964120699717, -71.12032865175213 42.389591920099704)))",1995,MASS-1954,,,181.1344,61.27675991
"MULTIPOLYGON (((-71.12037962471155 42.38964120699717, -71.1204031367333 42.38962786610211, -71.12045072385817 42.38967387636331, -71.12042680695339 42.389686831763605, -71.12037962471155 42.38964120699717)))",1995,MASS-1956,,,168.3039,58.07981478
"MULTIPOLYGON (((-71.1205003556338 42.39003299082949, -71.12052268966242 42.39001857584144, -71.12057539256462 42.390063422970606, -71.12057620314653 42.39006405677775, -71.12055434786217 42.39007888496408, -71.12055331633232 42.39007805834381, -71.1205003556338 42.39003299082949)))",1995,MASS-1973,,,176.7423,60.18896459
"MULTIPOLYGON (((-71.12055434786217 42.39007888496408, -71.12057620314653 42.39006405677775, -71.1206073686881 42.39008926770864, -71.12062394919313 42.390102164586935, -71.12060272022893 42.3901174887785, -71.12058573451526 42.39010426127359, -71.12055434786217 42.39007888496408)))",1995,MASS-1975,,,152.66475,54.16438434
"MULTIPOLYGON (((-71.12060272022893 42.3901174887785, -71.12062394919313 42.390102164586935, -71.12064016118323 42.39011478584163, -71.12065084749197 42.39012291605589, -71.12065169476296 42.39012360486467, -71.12067924687189 42.39014644396938, -71.12065717063464 42.390161079362244, -71.1206296185273 42.39013824025234, -71.12061882166212 42.39013002734974, -71.12060272022893 42.3901174887785)))",1995,MASS-1977,,,174.64705,59.65248634
"MULTIPOLYGON (((-71.12065717063464 42.390161079362244, -71.12067924687189 42.39014644396938, -71.12072657894433 42.39018570287609, -71.12070450286895 42.390200310837805, -71.12065717063464 42.390161079362244)))",1995,MASS-1979,,,153.42705,54.36382353
"MULTIPOLYGON (((-71.12070450286895 42.390200310837805, -71.12072657894433 42.39018570287609, -71.12077369029096 42.390224741510345, -71.12075161404825 42.390239376921095, -71.12070450286895 42.390200310837805)))",1995,MASS-1981,,,152.68995,54.17949209
"MULTIPOLYGON (((-71.12243341213971 42.39090035427968, -71.12244881251303 42.39088160799337, -71.12252276019493 42.390914998864105, -71.12250732281811 42.39093374503872, -71.12243341213971 42.39090035427968)))",1995,MASS-2044,,,187.12205,62.77553495
"MULTIPOLYGON (((-71.12250732281811 42.39093374503872, -71.12252276019493 42.390914998864105, -71.12257234156397 42.3909374158427, -71.1225820510693 42.390941810747684, -71.1225666138673 42.390960529490044, -71.12255694121369 42.39095616214531, -71.12255690419636 42.39095616202387, -71.12250732281811 42.39093374503872)))",1995,MASS-2046,,,150.12725,53.51952613
"MULTIPOLYGON (((-71.1225666138673 42.390960529490044, -71.1225820510693 42.390941810747684, -71.12264665823942 42.39097102736821, -71.12263122088564 42.390989773559184, -71.1225666138673 42.390960529490044)))",1995,MASS-2048,,,163.568,56.89324475
"MULTIPOLYGON (((-71.12263122088564 42.390989773559184, -71.12264665823942 42.39097102736821, -71.12270329101192 42.39099665052519, -71.12268789068604 42.39101539684501, -71.12263122088564 42.390989773559184)))",1995,MASS-2050,,,143.4447,51.85796506
"MULTIPOLYGON (((-71.12364737958097 42.39149751490726, -71.12366665417662 42.391480866618856, -71.12371618250444 42.39151233832524, -71.12372838716817 42.391520473214186, -71.1237085592717 42.391536790416104, -71.12369661275103 42.39152882101294, -71.12364737958097 42.39149751490726)))",1995,MASS-2096,,,175.6584,59.91878127
"MULTIPOLYGON (((-71.12377197882901 42.39157914656318, -71.12379180672238 42.391562829350484, -71.12384191570568 42.391596278623695, -71.12385445078577 42.39160488106943, -71.12385839502772 42.391607692904515, -71.12383782988523 42.39162348634691, -71.12383410676989 42.39162083987763, -71.12382194039698 42.39161248560056, -71.12377197882901 42.39157914656318)))",1995,MASS-2100,,,193.39865,64.34446081
"MULTIPOLYGON (((-71.1237085592717 42.391536790416104, -71.12372838716817 42.391520473214186, -71.12378531724762 42.39155849995806, -71.12378657094989 42.39155932727522, -71.12379180672238 42.391562829350484, -71.12377197882901 42.39157914656318, -71.12376678007396 42.39157564460809, -71.1237655263716 42.39157481729068, -71.1237085592717 42.391536790416104)))",1995,MASS-2098,,,184.4745,62.12651861
"MULTIPOLYGON (((-71.12383782988523 42.39162348634691, -71.12385839502772 42.391607692904515, -71.12386650463934 42.3916134819407, -71.1239147937952 42.39164794053521, -71.12389422849047 42.3916637614276, -71.12384593949699 42.39162927538452, -71.12383782988523 42.39162348634691)))",1995,MASS-2102,,,169.26515,58.30936797
"MULTIPOLYGON (((-71.12357159211068 42.391679664705094, -71.12359156734136 42.39166348521203, -71.12365490964525 42.39170638998155, -71.12363493441717 42.39172256948546, -71.12357159211068 42.391679664705094)))",2003,MASS-2105,,,185.2628,62.34340408
"MULTIPOLYGON (((-71.12351901592542 42.39164403943447, -71.12353899132174 42.39162783251031, -71.12359156734136 42.39166348521203, -71.12357159211068 42.391679664705094, -71.12351901592542 42.39164403943447)))",2003,MASS-2103,,,153.89775,54.48454122
"MULTIPOLYGON (((-71.1242846992509 42.39220569923471, -71.12426184966388 42.392219674212235, -71.12420300828958 42.39216674122466, -71.12422585787054 42.39215276625864, -71.1242846992509 42.39220569923471)))",1995,MASS-2151,,,200.0206,65.99536298
"MULTIPOLYGON (((-71.12426184966388 42.392219674212235, -71.1242846992509 42.39220569923471, -71.12432487218595 42.39224180502569, -71.12432494589598 42.39224186014756, -71.12432899603543 42.39224555041081, -71.1243061097518 42.39225947039599, -71.1243020225947 42.3922557800111, -71.12426184966388 42.392219674212235)))",1995,MASS-2153,,,150.495,53.61310341
"MULTIPOLYGON (((-71.1243061097518 42.39225947039599, -71.12432899603543 42.39224555041081, -71.12438209178268 42.39229358015032, -71.12435916847524 42.392307500025076, -71.1243061097518 42.39225947039599)))",1995,MASS-2155,,,181.0341,61.25459462
"MULTIPOLYGON (((-71.12473562402592 42.39261123350542, -71.12471347366755 42.39262589686673, -71.12465608164234 42.39257812767754, -71.12467812094253 42.3925634639649, -71.12473562402592 42.39261123350542)))",1995,MASS-2171,,,186.83145,62.66494663
"MULTIPOLYGON (((-71.12449953378709 42.392433855631594, -71.12452219928589 42.392419715363175, -71.12456377592491 42.39245637446044, -71.12456377576197 42.39245640190051, -71.12457228264515 42.39246389349856, -71.12454961714165 42.392478033776634, -71.12454111042227 42.392470514736914, -71.12449953378709 42.392433855631594)))",1995,MASS-2159,,,168.28045,58.06675771
"MULTIPOLYGON (((-71.12448515392572 42.39238677551884, -71.12446226762529 42.39240069553462, -71.12440541592811 42.392349278380316, -71.12442833924051 42.39233535849651, -71.12448515392572 42.39238677551884)))",1995,MASS-2157,,,193.81905,64.45040045
"MULTIPOLYGON (((-71.12491089825916 42.39280023955475, -71.124933600653 42.39278612676728, -71.12495554853061 42.39280559880521, -71.12497340902613 42.392821407918404, -71.12497355644872 42.39282151816122, -71.12498313045305 42.39283011082968, -71.12496028079474 42.39284408594384, -71.12495070679135 42.39283549327354, -71.12493284629753 42.39281968415693, -71.12491089825916 42.39280023955475)))",1995,MASS-2173,,,166.77335,57.70096519
"MULTIPOLYGON (((-71.12539256614566 42.39322927820138, -71.12541526858597 42.39321516532025, -71.12547061923469 42.39326402509934, -71.12544795380782 42.39327813811169, -71.12539256614566 42.39322927820138)))",1995,MASS-2205,,,186.03365,62.50843588
"MULTIPOLYGON (((-71.12533883595127 42.39318185057099, -71.1253615013679 42.39316773757981, -71.12541526858597 42.39321516532025, -71.12539256614566 42.39322927820138, -71.12533883595127 42.39318185057099)))",1995,MASS-2203,,,180.58425,61.14608543
"MULTIPOLYGON (((-71.12528871511961 42.39313756289588, -71.12531005469259 42.39312229309231, -71.12531090189191 42.39312300930636, -71.12531226458691 42.393124193689076, -71.12531300105573 42.39312485466137, -71.12531417914575 42.393125956121175, -71.12531421600174 42.393125983681784, -71.1253615013679 42.39316773757981, -71.12533883595127 42.39318185057099, -71.12529136630964 42.393139958860694, -71.1252910349312 42.393139655935094, -71.12528974643608 42.39313844435319, -71.12528871511961 42.39313756289588)))",1995,MASS-2201,,,170.7296,58.69531327
"MULTIPOLYGON (((-71.12563142237424 42.3934406072017, -71.12565416169338 42.39342652183468, -71.12569003033155 42.39345833239877, -71.1256900301691 42.39345835983885, -71.125709216399 42.39347540797319, -71.12568647723701 42.39348946591091, -71.12566729100892 42.39347241777283, -71.12563142237424 42.3934406072017)))",1995,MASS-2209,,,185.6893,62.41227042
"MULTIPOLYGON (((-71.12565416169338 42.39342652183468, -71.12563142237424 42.3934406072017, -71.12557378977264 42.393389462508615, -71.12559652908627 42.39337537715282, -71.12565416169338 42.39342652183468)))",1995,MASS-2207,,,194.4024,64.58025115
"MULTIPOLYGON (((-71.12607531293453 42.39383664616104, -71.12609819939958 42.39382272582908, -71.12614014108794 42.393860565470206, -71.1261172544562 42.393874513250424, -71.12607531293453 42.39383664616104)))",1995,MASS-2223,,,142.81515,51.70277025
"MULTIPOLYGON (((-71.12602924708672 42.393795088613466, -71.12605213370912 42.39378114085048, -71.12608733673152 42.393812894242586, -71.12608733656923 42.39381292168262, -71.12609819939958 42.39382272582908, -71.12607531293453 42.39383664616104, -71.12606445010532 42.39382684201246, -71.12602924708672 42.393795088613466)))",1995,MASS-2221,,,156.8818,55.21328936
"MULTIPOLYGON (((-71.12598049206451 42.3937512996185, -71.12600326811202 42.39373726918395, -71.12602595232137 42.393757539181486, -71.12602606289133 42.393757621862626, -71.12605213370912 42.39378114085048, -71.12602924708672 42.393795088613466, -71.12600317627168 42.39377156962048, -71.12598049206451 42.3937512996185)))",1995,MASS-2219,,,165.73345,57.42744794
"MULTIPOLYGON (((-71.125932950617 42.39370888657671, -71.12595576367862 42.393694856271765, -71.12600326811202 42.39373726918395, -71.12598049206451 42.3937512996185, -71.125932950617 42.39370888657671)))",1995,MASS-2217,,,160.8107,56.19175414
"MULTIPOLYGON (((-71.1258866248493 42.393667492768806, -71.12590940088738 42.39365346235255, -71.12593554663076 42.39367681696774, -71.12595576367862 42.393694856271765, -71.125932950617 42.39370888657671, -71.12591277059003 42.39369084738906, -71.1258866248493 42.393667492768806)))",1995,MASS-2215,,,156.85355,55.21351092
"MULTIPOLYGON (((-71.12583926781019 42.3936252174895, -71.12586204384353 42.39361118708249, -71.12587541138498 42.39362311231978, -71.12590940088738 42.39365346235255, -71.1258866248493 42.393667492768806, -71.12585263535026 42.39363714272936, -71.12583926781019 42.3936252174895)))",1995,MASS-2213,,,160.1959,56.04963698
