the_geom,SRC_DATE,SPACE_ID,EditDate,Editor,SHAPE_area,SHAPE_len
"MULTIPOLYGON (((-71.1092479928843 42.368667562901834, -71.10926357626468 42.36864890123397, -71.10932350214563 42.36867646323396, -71.10930913652653 42.36869567786145, -71.1092479928843 42.368667562901834)))",1995,MASS-0923,,,153.95365,54.50373448
"MULTIPOLYGON (((-71.10918142476615 42.36863698725016, -71.10919700815865 42.36861832559114, -71.10926357626468 42.36864890123397, -71.1092479928843 42.368667562901834, -71.10918142476615 42.36863698725016)))",1995,MASS-0921,,,169.2636,58.31902615
"MULTIPOLYGON (((-71.1091202442332 42.36860887209653, -71.1091358276368 42.36859021044568, -71.10919700815865 42.36861832559114, -71.10918142476615 42.36863698725016, -71.1091202442332 42.36860887209653)))",1995,MASS-0919,,,155.5862,54.89927211
"MULTIPOLYGON (((-71.1089255314215 42.36851790267211, -71.10894163156084 42.368499462330135, -71.1089913667444 42.36852331279493, -71.10899140374858 42.36852331292071, -71.10901350409968 42.368533925302, -71.1089974039726 42.36855236565395, -71.10897530361768 42.36854175326959, -71.1089255314215 42.36851790267211)))",1995,MASS-0917,,,185.12245,62.27172084
"MULTIPOLYGON (((-71.10886159141906 42.36848725344633, -71.10887769156918 42.368468813113125, -71.10894163156084 42.368499462330135, -71.1089255314215 42.36851790267211, -71.10886159141906 42.36848725344633)))",1995,MASS-0915,,,164.713,57.16058383
"MULTIPOLYGON (((-71.10920015451023 42.36852234846351, -71.10921518416312 42.36850346539416, -71.10922341404714 42.36850706065451, -71.10928119438255 42.36853447818495, -71.10926524201098 42.36855297395753, -71.10920790452866 42.368525750009205, -71.10920015451023 42.36852234846351)))",1995,MASS-0926,,,167.7596,57.94297214
"MULTIPOLYGON (((-71.10913387310515 42.36849331044004, -71.10914890277091 42.36847442737924, -71.10921518416312 42.36850346539416, -71.10920015451023 42.36852234846351, -71.10913387310515 42.36849331044004)))",1995,MASS-0924,,,166.239,57.58960081
"MULTIPOLYGON (((-71.10907622748954 42.36846806111387, -71.10909129417065 42.36844917818621, -71.10914890277091 42.36847442737924, -71.10913387310515 42.36849331044004, -71.10907622748954 42.36846806111387)))",1995,MASS-0922,,,144.58305,52.16291865
"MULTIPOLYGON (((-71.10939600268706 42.36858533169099, -71.10938189563174 42.36860462952818, -71.10930390593536 42.36857195710124, -71.10931845587075 42.36855285286306, -71.10939600268706 42.36858533169099)))",1995,MASS-0928,,,193.02205,64.26911144
"MULTIPOLYGON (((-71.10938189563174 42.36860462952818, -71.10939600268706 42.36858533169099, -71.10940858891932 42.36859058817756, -71.10946089492269 42.36861164820919, -71.1094467878813 42.36863094605427, -71.10939444486249 42.36860988589065, -71.10939403900248 42.36860969242698, -71.10938189563174 42.36860462952818)))",1995,MASS-0930,,,159.91985,55.97473206
"MULTIPOLYGON (((-71.10850810132999 42.368203383454265, -71.10852438619104 42.36818499867948, -71.10854345983297 42.36819433857568, -71.10858703109497 42.36821556136706, -71.10857074641412 42.36823391871036, -71.10850810132999 42.368203383454265)))",1995,MASS-0892,,,162.22495,56.54676182
"MULTIPOLYGON (((-71.10844770760161 42.368173816254604, -71.1084640663106 42.368155459180414, -71.10852438619104 42.36818499867948, -71.10850810132999 42.368203383454265, -71.10850013225235 42.36819951462214, -71.10850016959596 42.3681994598677, -71.10850005858408 42.36819945948986, -71.10844770760161 42.368173816254604)))",1995,MASS-0890,,,156.7491,55.15043813
"MULTIPOLYGON (((-71.1083863548857 42.3681437518239, -71.10840271343483 42.36812542219847, -71.1084640663106 42.368155459180414, -71.10844770760161 42.368173816254604, -71.1083863548857 42.3681437518239)))",1995,MASS-0888,,,159.2454,55.76889994
"MULTIPOLYGON (((-71.10506369934468 42.3661232318917, -71.10508208645992 42.36610603476654, -71.10514959213756 42.36614572638556, -71.10513120502912 42.3661629235214, -71.10506369934468 42.3661232318917)))",2003,MASS-0734,,,186.2071,62.55948849
"MULTIPOLYGON (((-71.108324006351 42.36811316259438, -71.10834032773651 42.36809486029191, -71.10836980499343 42.36810931218501, -71.10840271343483 42.36812542219847, -71.1083863548857 42.3681437518239, -71.10835348361277 42.36812761449161, -71.108324006351 42.36811316259438)))",1995,MASS-0886,,,161.6329,56.41498555
"MULTIPOLYGON (((-71.10828475165727 42.368183688914094, -71.10826865157675 42.36820210172525, -71.1082348192206 42.36818579644151, -71.10819637498716 42.36816728017635, -71.10821251208374 42.36814886750119, -71.10825095631071 42.36816738376104, -71.10828475165727 42.368183688914094)))",1995,MASS-0891,,,186.33555,62.57587519
"MULTIPOLYGON (((-71.10807746426467 42.36810990802021, -71.10809360138123 42.368091495361476, -71.108095556297 42.368092517330965, -71.10815248450486 42.36811995997132, -71.10813631056422 42.368138345071884, -71.10807901349797 42.36811070908145, -71.10807746426467 42.36810990802021)))",1995,MASS-0889,,,151.85495,53.97919535
"MULTIPOLYGON (((-71.10793242772041 42.36803474738961, -71.10794937639352 42.368016749128664, -71.1080095745161 42.368047962372266, -71.10799262585176 42.368065960641964, -71.10793242772041 42.36803474738961)))",1995,MASS-0887,,,158.8006,55.70036124
"MULTIPOLYGON (((-71.10788646754277 42.36801093677144, -71.10790341622256 42.36799293851718, -71.10794937639352 42.368016749128664, -71.10793242772041 42.36803474738961, -71.10788646754277 42.36801093677144)))",1995,MASS-0885,,,121.2078,46.30207364
"MULTIPOLYGON (((-71.10783726144031 42.36798544118061, -71.10785421012733 42.36796744293349, -71.10787844423743 42.3679800111052, -71.10790341622256 42.36799293851718, -71.10788646754277 42.36801093677144, -71.10783726144031 42.36798544118061)))",1995,MASS-0883,,,129.74575,48.44356905
"MULTIPOLYGON (((-71.1077740756821 42.36795268097464, -71.10779102437829 42.367934682736696, -71.10782473815841 42.367952167701894, -71.10782477516224 42.367952167828044, -71.10785421012733 42.36796744293349, -71.10783726144031 42.36798544118061, -71.10780778946715 42.36797016594474, -71.1077740756821 42.36795268097464)))",1995,MASS-0881,,,166.70605,57.67160718
"MULTIPOLYGON (((-71.10806308247469 42.36798239661086, -71.10807992042518 42.367964343071826, -71.10808973249776 42.36796937072554, -71.1081171029706 42.36798340389428, -71.10813864503878 42.367994481037194, -71.10812180709699 42.36801253458477, -71.10807289454874 42.36798742426606, -71.10806308247469 42.36798239661086)))",1995,MASS-0882,,,154.4287,54.59800267
"MULTIPOLYGON (((-71.1079889389526 42.36794435799622, -71.10800577691413 42.367926304467886, -71.10807992042518 42.367964343071826, -71.10806308247469 42.36798239661086, -71.1079889389526 42.36794435799622)))",1995,MASS-0880,,,194.9004,64.72755533
"MULTIPOLYGON (((-71.10792899707374 42.367913612107394, -71.10794587204799 42.367895558713776, -71.10800577691413 42.367926304467886, -71.1079889389526 42.36794435799622, -71.10792899707374 42.367913612107394)))",1995,MASS-0878,,,157.58025,55.3885597
"MULTIPOLYGON (((-71.10785655044242 42.36787645729519, -71.1078733884237 42.36785840378596, -71.10794587204799 42.367895558713776, -71.10792899707374 42.367913612107394, -71.10785655044242 42.36787645729519)))",1995,MASS-0876,,,190.51825,63.62077675
"MULTIPOLYGON (((-71.10767916832266 42.367772181156674, -71.10769788687792 42.36775520427726, -71.10773014445839 42.367774769803816, -71.10775525022318 42.36778997528976, -71.1077640994655 42.367795109451386, -71.10774586009283 42.36781238982412, -71.10773701084958 42.367807255661084, -71.10773649449912 42.3678069794924, -71.107711425906 42.36779174668845, -71.10767916832266 42.367772181156674)))",1995,MASS-0874,,,185.0307,62.27557379
"MULTIPOLYGON (((-71.10754169618863 42.36768875870867, -71.10756045192996 42.36767175453733, -71.1076197318249 42.36770773955186, -71.10760097625908 42.36772471629251, -71.10754169618863 42.36768875870867)))",1995,MASS-0872,,,165.6336,57.40288189
"MULTIPOLYGON (((-71.10748016764816 42.36765139394104, -71.10749892322474 42.36763441721976, -71.10756045192996 42.36767175453733, -71.10754169618863 42.36768875870867, -71.10750062804244 42.367663812111985, -71.10748016764816 42.36765139394104)))",1995,MASS-0870,,,171.92375,58.98032618
"MULTIPOLYGON (((-71.10728430077022 42.367532592811045, -71.10730305653448 42.367515588681044, -71.10736362649247 42.367552346576076, -71.10734487073364 42.367569350715755, -71.10729797781413 42.367540899182046, -71.10728430077022 42.367532592811045)))",1995,MASS-0866,,,169.34595,58.31336461
"MULTIPOLYGON (((-71.10722550040197 42.36749691110707, -71.10724425617148 42.36747990698656, -71.10730305653448 42.367515588681044, -71.10728430077022 42.367532592811045, -71.10722550040197 42.36749691110707)))",1995,MASS-0864,,,164.3762,57.07643325
"MULTIPOLYGON (((-71.10716213467009 42.36745750927501, -71.10718133278291 42.36744078108312, -71.10721889265031 42.36746453586232, -71.10724425617148 42.36747990698656, -71.10722550040197 42.36749691110707, -71.10720013704898 42.36748151253856, -71.10719969471057 42.36748123662018, -71.10716213467009 42.36745750927501)))",1995,MASS-0862,,,178.19545,60.55177253
"MULTIPOLYGON (((-71.10710205363577 42.36741951810736, -71.10712125158253 42.367402817365566, -71.10715645255382 42.36742505486527, -71.10718133278291 42.36744078108312, -71.10716213467009 42.36745750927501, -71.10713725460963 42.36744175561283, -71.10710205363577 42.36741951810736)))",1995,MASS-0860,,,170.65415,58.67156165
"MULTIPOLYGON (((-71.10718239680361 42.36760312437521, -71.10720111544215 42.36758614757594, -71.10726032155637 42.36762205020306, -71.10724134474965 42.36763888892632, -71.10718239680361 42.36760312437521)))",1995,MASS-0855,,,164.88365,57.23976349
"MULTIPOLYGON (((-71.10724134474965 42.36763888892632, -71.10726032155637 42.36762205020306, -71.10728483730438 42.36763689704804, -71.10728505830386 42.36763706244729, -71.10730732331531 42.36765085885316, -71.10731488010009 42.36765554958471, -71.10729590329782 42.36767238831684, -71.10728834651246 42.36766769758408, -71.10726608149923 42.36765390117456, -71.10724134474965 42.36763888892632)))",1995,MASS-0857,,,153.1201,54.27961112
"MULTIPOLYGON (((-71.1067436408934 42.36732850702614, -71.10676261791015 42.367311640943576, -71.10682178208017 42.3673482571173, -71.10680280523884 42.367365095769244, -71.1067436408934 42.36732850702614)))",1995,MASS-0847,,,166.59975,57.64649311
"MULTIPOLYGON (((-71.10668783113104 42.367293987781586, -71.10670680815231 42.36727712170813, -71.10670916732819 42.367278584136315, -71.10670924116438 42.36727861182958, -71.10676261791015 42.367311640943576, -71.1067436408934 42.36732850702614, -71.10669026414337 42.36729547790344, -71.10668783113104 42.367293987781586)))",1995,MASS-0845,,,157.2127,55.28993999
"MULTIPOLYGON (((-71.10655970869033 42.36721292858008, -71.10657890671757 42.367196227928034, -71.1066398348906 42.36723477108545, -71.10662059986433 42.367251471620975, -71.10655970869033 42.36721292858008)))",1995,MASS-0843,,,173.1228,59.27871518
"MULTIPOLYGON (((-71.10650571041714 42.367178717290535, -71.10652490827754 42.36716204408759, -71.1065368139307 42.36716954870797, -71.10657890671757 42.367196227928034, -71.10655970869033 42.36721292858008, -71.10651757889705 42.36718624922649, -71.10650571041714 42.367178717290535)))",1995,MASS-0841,,,153.51555,54.36721531
"MULTIPOLYGON (((-71.10612404519611 42.36694767671063, -71.10614235842718 42.36693045172554, -71.10619445569998 42.36696086985198, -71.10617614230348 42.36697812228548, -71.10612404519611 42.36694767671063)))",1995,MASS-0799,,,143.33265,51.83945615
"MULTIPOLYGON (((-71.10607091563799 42.36691665131936, -71.10608922887455 42.366899426342606, -71.1061256932925 42.36692070806183, -71.10614235842718 42.36693045172554, -71.10612404519611 42.36694767671063, -71.10607091563799 42.36691665131936)))",1995,MASS-0797,,,146.11505,52.53759754
"MULTIPOLYGON (((-71.1060076106845 42.36687958151664, -71.10602603476617 42.36686238437026, -71.10605623030445 42.366880159659466, -71.10608922887455 42.366899426342606, -71.10607091563799 42.36691665131936, -71.10603788006131 42.366897384504306, -71.1060076106845 42.36687958151664)))",1995,MASS-0795,,,174.2503,59.56494747
"MULTIPOLYGON (((-71.10510659543125 42.366335167204, -71.10512501942802 42.36631799764003, -71.10518511381493 42.36635349279133, -71.10516665282124 42.36637066223779, -71.10510659543125 42.366335167204)))",2003,MASS-0715,,,166.0539,57.51538649
"MULTIPOLYGON (((-71.10504775474762 42.366300389776825, -71.10506621575308 42.36628322034919, -71.10512501942802 42.36631799764003, -71.10510659543125 42.366335167204, -71.10504775474762 42.366300389776825)))",2003,MASS-0713,,,162.6304,56.65945107
"MULTIPOLYGON (((-71.10498659151918 42.36626423230313, -71.1050050155278 42.366247062758106, -71.10506621575308 42.36628322034919, -71.10504775474762 42.366300389776825, -71.10498659151918 42.36626423230313)))",2003,MASS-0711,,,169.1271,58.28374486
"MULTIPOLYGON (((-71.10492417472156 42.36622735702999, -71.10494259873643 42.36621018749481, -71.1050050155278 42.366247062758106, -71.10498659151918 42.36626423230313, -71.10492417472156 42.36622735702999)))",2003,MASS-0709,,,172.4524,59.12563758
"MULTIPOLYGON (((-71.104861905665 42.36619053711156, -71.10488036651745 42.36617339515353, -71.10494259873643 42.36621018749481, -71.10492417472156 42.36622735702999, -71.104861905665 42.36619053711156)))",2003,MASS-0707,,,172.0283,59.0223647
"MULTIPOLYGON (((-71.10513120502912 42.3661629235214, -71.10514959213756 42.36614572638556, -71.10520854442666 42.36618039438209, -71.10519015732417 42.36619759152721, -71.10513120502912 42.3661629235214)))",2003,MASS-0736,,,162.6235,56.66210024
"MULTIPOLYGON (((-71.10499977015651 42.36608561056369, -71.1050181572782 42.366068413448595, -71.10507541346547 42.36610208782138, -71.10508208645992 42.36610603476654, -71.10506369934468 42.3661232318917, -71.10505698934686 42.36611928481848, -71.10499977015651 42.36608561056369)))",2003,MASS-0732,,,176.46895,60.10730634
"MULTIPOLYGON (((-71.10432990775675 42.36587662410879, -71.10434818450699 42.365859344397464, -71.10440341495892 42.36589142057387, -71.1043851752171 42.36590870042108, -71.10432990775675 42.36587662410879)))",2003,MASS-0691,,,151.7013,53.92508663
"MULTIPOLYGON (((-71.10427615385292 42.36584512923355, -71.10429457964901 42.36582768539866, -71.10429468997005 42.3658277955414, -71.10429535258292 42.36582834663688, -71.10429572072032 42.365828649752146, -71.10429642067912 42.36582914609457, -71.10429730479244 42.36582978027452, -71.10429763661391 42.36582997350164, -71.10434818450699 42.365859344397464, -71.10432990775675 42.36587662410879, -71.10427873304627 42.36584689431813, -71.10427733261349 42.365845983953726, -71.10427615385292 42.36584512923355)))",2003,MASS-0689,,,148.23855,53.12566587
"MULTIPOLYGON (((-71.10217997456228 42.36458799711228, -71.1021983990171 42.36457080057012, -71.10225963353565 42.364606877475495, -71.1022412462614 42.36462404671507, -71.10217997456228 42.36458799711228)))",2003,MASS-0553,,,169.0317,58.26732134
"MULTIPOLYGON (((-71.10212704860079 42.36455463810492, -71.10214761640356 42.36453788803806, -71.10214813045924 42.36453852095478, -71.10214897511494 42.36453953918632, -71.10214985694503 42.36454053010567, -71.10215048166101 42.36454121828676, -71.10215121738244 42.36454190685183, -71.1021522105632 42.36454284327472, -71.10215313077593 42.36454361480037, -71.10215408799051 42.36454438645397, -71.10215504555025 42.36454510322717, -71.10215607711365 42.36454582025632, -71.10215688787432 42.36454634443606, -71.1021983990171 42.36457080057012, -71.10217997456228 42.36458799711228, -71.10213787362996 42.364563182201024, -71.10213610479165 42.36456202356844, -71.10213437330039 42.364560810183406, -71.10213271598542 42.36455956961412, -71.10213109601754 42.364558274292406, -71.10212955022595 42.36455695178642, -71.10212804178141 42.36455557452802, -71.10212704860079 42.36455463810492)))",2003,MASS-0551,,,148.53485,53.39436008
"MULTIPOLYGON (((-71.10232080334029 42.36448846238526, -71.10233952253441 42.36447145892508, -71.10239544240592 42.36450534956024, -71.1023767232168 42.36452235302938, -71.10232080334029 42.36448846238526)))",2003,MASS-0554,,,156.1258,55.03338032
"MULTIPOLYGON (((-71.10226429339352 42.36445426782411, -71.10228301259271 42.36443726437301, -71.10233952253441 42.36447145892508, -71.10232080334029 42.36448846238526, -71.10226429339352 42.36445426782411)))",2003,MASS-0552,,,157.6743,55.42053455
"MULTIPOLYGON (((-71.10221257043769 42.36442379429973, -71.10223158772624 42.36440646259811, -71.10223239952109 42.36440682213607, -71.10223428091504 42.3644077341892, -71.10228301259271 42.36443726437301, -71.10226429339352 42.36445426782411, -71.10221677810975 42.364425482741225, -71.10221674128056 42.364425455173034, -71.10221559733276 42.364424957282196, -71.10221452721582 42.36442448708745, -71.10221341975208 42.36442407164517, -71.10221257043769 42.36442379429973)))",2003,MASS-0550,,,142.9662,51.88907495
"MULTIPOLYGON (((-71.101319622936 42.3640777473146, -71.10133941099838 42.3640614337404, -71.10133974280154 42.36406162697614, -71.10134117998109 42.36406256494516, -71.10134254402234 42.36406336545661, -71.10134431404275 42.364064332020035, -71.10134542028398 42.3640649395522, -71.10139315621794 42.36409383552765, -71.10137447388276 42.36411083896349, -71.10132670076999 42.36408197029236, -71.10132448828737 42.36408075522767, -71.10132235015386 42.364079485539, -71.10132024936787 42.36407816109817, -71.101319622936 42.3640777473146)))",2003,MASS-0485,,,151.32,53.82086718
"MULTIPOLYGON (((-71.10137447388276 42.36411083896349, -71.10139315621794 42.36409383552765, -71.10146020822792 42.36413435099747, -71.10144152589874 42.36415135444403, -71.10137447388276 42.36411083896349)))",2003,MASS-0487,,,186.8354,62.73557524
"MULTIPOLYGON (((-71.10144152589874 42.36415135444403, -71.10146020822792 42.36413435099747, -71.10151273666769 42.36416608993221, -71.10149405434326 42.364183093387176, -71.10144152589874 42.36415135444403)))",2003,MASS-0489,,,146.365,52.60917411
"MULTIPOLYGON (((-71.10149405434326 42.364183093387176, -71.10151273666769 42.36416608993221, -71.10156216877868 42.36419595214126, -71.10156404877397 42.36419708372712, -71.10154532927974 42.36421411450232, -71.10154348628592 42.364212983044375, -71.10149405434326 42.364183093387176)))",2003,MASS-0491,,,143.02515,51.7690158
"MULTIPOLYGON (((-71.10154532927974 42.36421411450232, -71.10156404877397 42.36419708372712, -71.10162472374253 42.364233762735445, -71.10160600442661 42.36425076608019, -71.10154532927974 42.36421411450232)))",2003,MASS-0493,,,169.28705,58.31118451
"MULTIPOLYGON (((-71.10160600442661 42.36425076608019, -71.10162472374253 42.364233762735445, -71.10168831102597 42.36427218056785, -71.10166959154299 42.36428921136304, -71.10160600442661 42.36425076608019)))",2003,MASS-0495,,,177.424,60.34460201
"MULTIPOLYGON (((-71.10166959154299 42.36428921136304, -71.10168831102597 42.36427218056785, -71.10174544728115 42.36430673431419, -71.10172676497778 42.364323737806444, -71.10166959154299 42.36428921136304)))",2003,MASS-0497,,,159.4065,55.85139467
"MULTIPOLYGON (((-71.10176033343635 42.364158029232016, -71.10177849973279 42.36414069465758, -71.10183929648531 42.364175672644436, -71.10182116702438 42.364193034796614, -71.10176033343635 42.364158029232016)))",2003,MASS-0520,,,166.4514,57.6079258
"MULTIPOLYGON (((-71.10158542583501 42.36405773102354, -71.10160359232334 42.364040369036125, -71.10160897708921 42.364043159209835, -71.1016626949338 42.36407405153145, -71.10164452845201 42.364091413528044, -71.10159140072481 42.36406082509113, -71.10158542583501 42.36405773102354)))",2003,MASS-0514,,,161.23215,56.31038065
"MULTIPOLYGON (((-71.10153091441606 42.364029470234016, -71.1015479008389 42.36401147302833, -71.10160359232334 42.364040369036125, -71.10158542583501 42.36405773102354, -71.10153091441606 42.364029470234016)))",2003,MASS-0512,,,145.4155,52.35823265
"MULTIPOLYGON (((-71.09891301695805 42.36247460200756, -71.09893177347276 42.362457599223355, -71.09899867329962 42.362498252828, -71.09897991696478 42.36251522818273, -71.09891301695805 42.36247460200756)))",1995,MASS-0318,,,187.01625,62.74738298
"MULTIPOLYGON (((-71.09860448845221 42.3622896995677, -71.09862291303547 42.36227253102965, -71.09867783935942 42.362304938230764, -71.09865941478162 42.36232210677748, -71.09860448845221 42.3622896995677)))",1995,MASS-0316,,,151.685,53.93138252
"MULTIPOLYGON (((-71.09833136874113 42.36212860138726, -71.09834979335162 42.36211143289235, -71.09841164986237 42.36214789822592, -71.09839318808345 42.36216509404163, -71.09833136874113 42.36212860138726)))",1995,MASS-0312,,,170.9112,58.71669589
"MULTIPOLYGON (((-71.09826254536657 42.36208799555092, -71.0982809699839 42.36207082706688, -71.09834979335162 42.36211143289235, -71.09833136874113 42.36212860138726, -71.09826254536657 42.36208799555092)))",1995,MASS-0310,,,190.0621,63.53009074
"MULTIPOLYGON (((-71.09819010946818 42.36204526410828, -71.09820853409273 42.36202809563568, -71.0982809699839 42.36207082706688, -71.09826254536657 42.36208799555092, -71.09819010946818 42.36204526410828)))",1995,MASS-0308,,,200.028,66.02271773
"MULTIPOLYGON (((-71.09807343805244 42.361976446457305, -71.0980918626886 42.36195927800313, -71.0981502905982 42.36199372831786, -71.09813186579358 42.362010924221465, -71.09807343805244 42.361976446457305)))",1995,MASS-0304,,,161.418,56.35379334
"MULTIPOLYGON (((-71.09813186579358 42.362010924221465, -71.0981502905982 42.36199372831786, -71.09820853409273 42.36202809563568, -71.09819010946818 42.36204526410828, -71.09813186579358 42.362010924221465)))",1995,MASS-0306,,,160.90575,56.22573452
"MULTIPOLYGON (((-71.09801983910225 42.36194486682729, -71.09803826391814 42.36192767094135, -71.09808467448157 42.36195502699622, -71.0980918626886 42.36195927800313, -71.09807343805244 42.361976446457305, -71.09806624967032 42.36197222288945, -71.09806624984469 42.36197219544921, -71.09801983910225 42.36194486682729)))",1995,MASS-0302,,,148.03665,53.01237681
"MULTIPOLYGON (((-71.09679286238021 42.36139655735424, -71.09681158214516 42.36137955478199, -71.0968391521255 42.36139628057491, -71.09683918912546 42.36139628070462, -71.0968504677421 42.36140312556705, -71.09686981875097 42.36141480086951, -71.09685117281624 42.361431831150746, -71.0968317848056 42.361420155715486, -71.09682043236295 42.3614132831516, -71.09679286238021 42.36139655735424)))",1995,MASS-0185,,,162.6009,56.64867312
"MULTIPOLYGON (((-71.09672935548522 42.36135805472948, -71.09674811225581 42.361341052297135, -71.09681158214516 42.36137955478199, -71.09679286238021 42.36139655735424, -71.09672935548522 42.36135805472948)))",1995,MASS-0183,,,177.37775,60.33567203
"MULTIPOLYGON (((-71.0966787124746 42.361327308055515, -71.09669743207486 42.36131033294181, -71.09674811225581 42.361341052297135, -71.09672935548522 42.36135805472948, -71.0966787124746 42.361327308055515)))",1995,MASS-0181,,,141.4899,51.37589215
"MULTIPOLYGON (((-71.09435749115598 42.35992775662506, -71.09437794305987 42.35991185818579, -71.09443654401394 42.35995333588373, -71.09441664481103 42.359969593013396, -71.09435749115598 42.35992775662506)))",1995,MASS-0057,,,176.01635,59.9947185
"MULTIPOLYGON (((-71.09429594337476 42.359884237868464, -71.09431639510407 42.35986836688023, -71.09437794305987 42.35991185818579, -71.09435749115598 42.35992775662506, -71.09429594337476 42.359884237868464)))",1995,MASS-0055,,,183.93115,61.96778121
"MULTIPOLYGON (((-71.09424078260786 42.35984290943934, -71.09426226538265 42.359827810441935, -71.09429296947023 42.35985179229625, -71.09431639510407 42.35986836688023, -71.09429594337476 42.359884237868464, -71.09427200204152 42.35986730473006, -71.09424078260786 42.35984290943934)))",1995,MASS-0053,,,168.0214,58.00031928
"MULTIPOLYGON (((-71.09418909383581 42.359802526223056, -71.09421057660921 42.359787427235155, -71.09426226538265 42.359827810441935, -71.09424078260786 42.35984290943934, -71.09418909383581 42.359802526223056)))",1995,MASS-0051,,,162.3182,56.58161946
"MULTIPOLYGON (((-71.09397708446377 42.35962385148021, -71.09399970802927 42.359609716988324, -71.09406335833411 42.359665701474334, -71.0940406975878 42.359679863288235, -71.09397708446377 42.35962385148021)))",1995,MASS-0049,,,213.55545,69.37915738
"MULTIPOLYGON (((-71.09392456214213 42.35957504085826, -71.09394799509774 42.359561622696326, -71.09397980345754 42.35959222178007, -71.09399970802927 42.359609716988324, -71.09397708446377 42.35962385148021, -71.09395677519561 42.359605998108286, -71.09392456214213 42.35957504085826)))",1995,MASS-0047,,,180.6677,61.18166166
"MULTIPOLYGON (((-71.09397813680705 42.35939071773453, -71.09400197420393 42.359377685161085, -71.09403472914543 42.35941067492673, -71.09404660755729 42.35942196760448, -71.09402332214123 42.35943546863004, -71.09401140655612 42.35942420325951, -71.09401089174287 42.359423707506885, -71.09397813680705 42.35939071773453)))",1995,MASS-0044,,,162.13935,56.51807772
"MULTIPOLYGON (((-71.09392461499885 42.35933625076548, -71.09394845238626 42.359323218202945, -71.09395109832994 42.359326026511674, -71.09395888887198 42.359334341154046, -71.09400197420393 42.359377685161085, -71.09397813680705 42.35939071773453, -71.09393505148255 42.35934737371866, -71.09393457366923 42.35934687809631, -71.09392678312891 42.35933856345234, -71.09392678330505 42.359338536012096, -71.09392461499885 42.35933625076548)))",1995,MASS-0042,,,196.59395,65.13486839
"MULTIPOLYGON (((-71.09388162065717 42.359290272728344, -71.09390597267118 42.35927776336796, -71.09394845238626 42.359323218202945, -71.09392461499885 42.35933625076548, -71.09388162065717 42.359290272728344)))",1995,MASS-0040,,,162.253,56.55583071
"MULTIPOLYGON (((-71.09310708110287 42.35846625767618, -71.09313487848972 42.35845878234408, -71.09314510422294 42.35847961869012, -71.09316450605407 42.35851766547289, -71.09313681787484 42.358525415607026, -71.09311734276746 42.358487258796956, -71.09310708110287 42.35846625767618)))",1995,MASS-0021,,,183.6445,61.90338008
"MULTIPOLYGON (((-71.09308206526144 42.3584151840528, -71.0931098628053 42.35840768128647, -71.09313487848972 42.35845878234408, -71.09310708110287 42.35846625767618, -71.09308206526144 42.3584151840528)))",1995,MASS-0019,,,158.32775,55.60127811
"MULTIPOLYGON (((-71.09305452959532 42.35835897006647, -71.09308236411587 42.358351467437544, -71.0931098628053 42.35840768128647, -71.09308206526144 42.3584151840528, -71.09305452959532 42.35835897006647)))",1995,MASS-0017,,,174.3492,59.58775527
"MULTIPOLYGON (((-71.09303163219263 42.35831218470064, -71.09305946669532 42.35830468207722, -71.09306826780812 42.35832265954076, -71.09308236411587 42.358351467437544, -71.09305452959532 42.35835897006647, -71.09304043329855 42.35833016216627, -71.09303163219263 42.35831218470064)))",1995,MASS-0015,,,145.1881,52.28546742
"MULTIPOLYGON (((-71.10911892456339 42.374858251821266, -71.10912383238583 42.3748366177598, -71.10920737054268 42.37484702721106, -71.10920246257844 42.374868688716205, -71.10911892456339 42.374858251821266)))",1995,CAMB-1621,,,183.1146,61.77978603
"MULTIPOLYGON (((-71.10920246257844 42.374868688716205, -71.10920737054268 42.37484702721106, -71.10928635998141 42.37485689977824, -71.10928141520515 42.374878533720825, -71.10920246257844 42.374868688716205)))",1995,CAMB-1623,,,173.12375,59.27922967
"MULTIPOLYGON (((-71.10928141520515 42.374878533720825, -71.10928635998141 42.37485689977824, -71.10936523859068 42.37486674447399, -71.10936029384064 42.37488837841988, -71.10928141520515 42.374878533720825)))",1995,CAMB-1625,,,172.8307,59.22002078
"MULTIPOLYGON (((-71.10936029384064 42.37488837841988, -71.10936523859068 42.37486674447399, -71.10938983051642 42.3748697915788, -71.10938986735478 42.37486981914461, -71.10944178742331 42.374876306798406, -71.10943684252925 42.37489796818775, -71.1093849226129 42.37489145309158, -71.10936029384064 42.37488837841988)))",1995,CAMB-1627,,,167.83455,57.95841205
"MULTIPOLYGON (((-71.10943684252925 42.37489796818775, -71.10944178742331 42.374876306798406, -71.10951988925441 42.37488609386923, -71.10951494455576 42.374907727821714, -71.10943684252925 42.37489796818775)))",1995,CAMB-1629,,,171.2469,58.80733097
"MULTIPOLYGON (((-71.10951494455576 42.374907727821714, -71.10951988925441 42.37488609386923, -71.10960268755355 42.37489647308073, -71.10959774288239 42.374918107036734, -71.10951494455576 42.374907727821714)))",1995,CAMB-1631,,,181.4411,61.37357179
"MULTIPOLYGON (((-71.10959774288239 42.374918107036734, -71.10960268755355 42.37489647308073, -71.10968785269117 42.37490713467045, -71.10968290804831 42.37492876863006, -71.10959774288239 42.374918107036734)))",1995,CAMB-1633,,,186.6207,62.6690632
