42.38795443,-71.1193317,29562,29562,29562
42.38746753,-71.12065986,5507,5507,5507
42.37576744,-71.12402195,2771,2771,2771
42.37451707,-71.11389229,12636,12636,12636
42.3630371,-71.09444769,8629,7597,8113
42.36244942,-71.09369991,4174,4174,4174
42.37221692,-71.07821299,680,680,680
42.37216296,-71.07891963,23850,23850,23850
42.3754026,-71.11379029,14118,14118,14118
42.37863231,-71.12427561,13905,13905,13905
42.37881286,-71.1240599,6060,6060,6060
42.37213396,-71.11451747,4201,4201,4201
42.3769587,-71.11255875,11254,11254,11254
42.37606796,-71.12426077,13904,13904,13904
42.372194,-71.115607,11440,11440,11440
42.37102712,-71.11593979,11728,11728,11728
42.37974986,-71.1199431,28898,16079,22488
42.37441401,-71.12614841,8773,8773,8773
42.38891575,-71.12058293,53931,53931,53931
42.39878365,-71.14108193,34573,34573,34573
42.35962199,-71.08741562,3290,1800,2333
42.38981687,-71.12124899,11945,8681,10493
42.365146,-71.077499,11619,11619,11619
42.37630547,-71.1399527,11264,7922,9764
42.363098,-71.088102,6000,6000,6000
42.35501372,-71.11033638,18964,11186,15972
42.37061352,-71.07674682,15982,9619,11755
42.39807142,-71.12950806,7353,3290,5600
42.36953534,-71.07282515,40175,40175,40175
42.386525,-71.140136,18508,12911,15300
42.39356996,-71.12643745,3100,1829,2353
42.36924224,-71.11725039,6750,4561,5823
42.39468109,-71.12680898,3550,2526,3139
42.36371965,-71.07859303,5615,5615,5615
42.38614559,-71.14111159,41450,41450,41450
42.373205,-71.086892,16666,14884,15775
42.37387471,-71.10099318,15420,14259,14839
42.37065735,-71.07704504,9800,9800,9800
42.36629862,-71.09339202,12690,12690,12690
42.3634673,-71.08617126,21350,21350,21350
42.36415661,-71.08783353,15370,15370,15370
42.36756772,-71.09040601,4750,4710,4730
42.36788331,-71.09089344,8100,8100,8100
42.3732487,-71.11097644,14750,9037,11893
42.3987763,-71.1536471,2984,1350,2026
42.40076243,-71.15436355,8498,7440,8066
42.36799339,-71.08781307,4674,4674,4674
42.36629608,-71.08733181,13323,13323,13323
42.36357642,-71.0897934,13400,13400,13400
42.362639,-71.088907,8773,8773,8773
42.36281862,-71.08998471,12339,12339,12339
42.36321975,-71.08800419,6566,6566,6566
42.38744389,-71.13868982,4796,4796,4796
42.3953047,-71.14065633,56550,43311,48365
42.39867181,-71.14114409,36337,36337,36337
42.39463826,-71.14269756,4475,3634,4047
42.39898121,-71.14673619,10244,8944,9594
42.39695179,-71.14086209,5454,5454,5454
42.3979847,-71.14309894,58315,58315,58315
42.36533384,-71.09090844,20500,20500,20500
42.36400868,-71.09309293,8300,8300,8300
42.362771,-71.091023,11500,11500,11500
42.39015426,-71.15104679,18877,18877,18877
42.38911781,-71.14576738,22338,19879,21235
42.39161531,-71.14612929,3855,1838,2808
42.37041531,-71.07697231,8300,6800,7661
42.37023258,-71.07873883,3400,3400,3400
42.36727562,-71.07787503,2080,2080,2080
42.36658213,-71.07803892,940,940,940
42.36593436,-71.0782232,830,830,830
42.3679262,-71.07763259,2000,2000,2000
42.36644261,-71.07793609,6800,6800,6800
42.3674112,-71.0794173,2640,2640,2640
42.3678935,-71.08089296,8600,8600,8600
42.36474846,-71.07984235,954,954,954
42.36405876,-71.07851226,3639,3639,3639
42.36520719,-71.07815629,9445,9445,9445
42.36471997,-71.1160271,26245,26245,26245
42.365194,-71.11548,1284,1284,1284
42.36965838,-71.11693746,4806,4806,4806
42.3690729,-71.11347753,6328,6328,6328
42.36438052,-71.1151581,19416,19416,19416
42.362867,-71.099395,19440,13566,16751
42.36053406,-71.1022557,5250,5250,5250
42.36010398,-71.10204394,2030,2030,2030
42.36035033,-71.10072142,2868,1730,2299
42.35971447,-71.08747952,2150,2150,2150
42.3601707,-71.08709128,4400,4400,4400
42.359737,-71.095722,7950,7950,7950
42.35779662,-71.09292809,27200,27200,27200
42.36191019,-71.08829275,4670,4670,4670
42.37442012,-71.12622841,10810,10810,10810
42.36754526,-71.09034328,3500,3500,3500
42.3669085,-71.08890259,3250,3250,3250
42.35838519,-71.11549832,38255,38255,38255
42.35940886,-71.11566525,35596,35596,35596
42.358929,-71.115197,1191,1191,1191
42.358596,-71.113769,1256,1256,1256
42.35970933,-71.11325276,1716,1716,1716
42.35994573,-71.11246595,6298,6298,6298
42.360435,-71.113133,7447,7447,7447
42.393944,-71.139169,12000,12000,12000
42.36687729,-71.08884422,4700,4700,4700
42.3668763,-71.088121,5700,3700,4700
42.36467038,-71.08300584,8700,8700,8700
42.36503666,-71.08221383,950,950,950
42.36289427,-71.08478538,16200,16200,16200
42.36264371,-71.08899755,8684,8684,8684
42.36229341,-71.09054902,11765,11765,11765
42.36196573,-71.08828593,4705,4705,4705
42.36565335,-71.08149313,12640,12640,12640
42.36736718,-71.08798319,5283,5283,5283
42.37272032,-71.08560438,6460,6460,6460
42.36809386,-71.08562817,3045,3045,3045
42.37353009,-71.08178788,34371,34371,34371
42.39464763,-71.14168317,12100,9743,10637
42.3939558,-71.13929835,12050,9768,10909
42.394676,-71.144297,849,849,849
42.39493,-71.146419,845,845,845
42.395051,-71.147039,184,184,184
42.35281969,-71.11056743,35400,35400,35400
42.370753,-71.115181,9860,9860,9860
42.37124448,-71.11491989,2030,2030,2030
42.37071933,-71.11375405,11670,8230,9950
42.36099225,-71.09626953,18543,16377,17656
42.36071959,-71.09624516,4150,4150,4150
42.36950041,-71.07389263,37900,37900,37900
42.37530006,-71.11300513,14500,14500,14500
42.38244174,-71.11621675,6576,6576,6576
42.38079083,-71.11641259,6806,6806,6806
42.37964313,-71.1165191,7123,7123,7123
42.38256835,-71.11649312,1041,1041,1041
42.38157467,-71.11657882,3872,3872,3872
42.37983671,-71.11676167,3407,3407,3407
42.37640485,-71.11524248,6773,6773,6773
42.37666116,-71.11392237,10170,9163,9666
42.37609293,-71.11423894,13099,13099,13099
42.38084343,-71.11593909,616,616,616
42.37753457,-71.11168462,897,897,897
42.36651603,-71.08600311,2450,2450,2450
42.367756,-71.085698,2190,2190,2190
42.39087375,-71.15688901,17780,17780,17780
