over_1_ft_curb,1FT+ FROM CURB,null,42.3682529940005,-71.09710063299963
over_1_ft_curb,1FT+ FROM CURB,null,42.379001479000465,-71.12032372099964
over_1_ft_curb,1FT+ FROM CURB,null,42.3731893690005,-71.10405580699967
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.3608968260005,-71.10184918699963
over_1_ft_curb,1FT+ FROM CURB,null,42.37905909300048,-71.11218515399963
over_1_ft_curb,1FT+ FROM CURB,null,42.35634416100049,-71.10833538099962
over_1_ft_curb,1FT+ FROM CURB,null,42.366791640000486,-71.10600946299962
over_1_ft_curb,1FT+ FROM CURB,null,42.37477721300047,-71.11357595899966
over_1_ft_curb,1FT+ FROM CURB,null,42.3671746710005,-71.09289347899966
over_1_ft_curb,1FT+ FROM CURB,null,42.359043958000484,-71.11389398899962
over_1_ft_curb,1FT+ FROM CURB,null,42.36005179600045,-71.10765713399962
over_1_ft_curb,1FT+ FROM CURB,null,42.36372452600045,-71.10532562099962
over_1_ft_curb,1FT+ FROM CURB,null,42.37374937800047,-71.10360526399967
over_1_ft_curb,1FT+ FROM CURB,null,42.36554397800046,-71.10912699899967
over_1_ft_curb,1FT+ FROM CURB,null,42.40158505000045,-71.13344936299967
over_1_ft_curb,1FT+ FROM CURB,null,42.38964164800046,-71.12017853399965
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.37490578800049,-71.11861349599963
over_1_ft_curb,1FT+ FROM CURB,null,42.39058131200045,-71.12150922599966
over_1_ft_curb,1FT+ FROM CURB,null,42.39416479500045,-71.13628433699967
over_1_ft_curb,1FT+ FROM CURB,null,42.3811355040005,-71.11381332799965
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.3742229660005,-71.12534075699966
over_1_ft_curb,1FT+ FROM CURB,null,42.36882567700047,-71.10316048399966
over_1_ft_curb,1FT+ FROM CURB,null,42.36277389300045,-71.10374584299967
over_1_ft_curb,1FT+ FROM CURB,null,42.366791640000486,-71.10600946299962
over_1_ft_curb,1FT+ FROM CURB,null,42.38127262600045,-71.12210053999962
over_1_ft_curb,1FT+ FROM CURB,null,42.366763093000486,-71.09724121199963
over_1_ft_curb,1FT+ FROM CURB,null,42.36316682100045,-71.09573748399964
over_1_ft_curb,1FT+ FROM CURB,null,42.37281487700045,-71.11908040899965
over_1_ft_curb,1FT+ FROM CURB,null,42.38078405800047,-71.12824450599965
over_1_ft_curb,1FT+ FROM CURB,null,42.3682529940005,-71.09710063299963
over_1_ft_curb,1FT+ FROM CURB,null,42.37228828400049,-71.08466635999963
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.3629064050005,-71.10450058699962
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.37592373300049,-71.12090331899964
over_1_ft_curb,1FT+ FROM CURB,null,42.3862016060005,-71.13649942299963
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.395658864000495,-71.13088784099966
over_1_ft_curb,1FT+ FROM CURB,null,42.375528501000474,-71.15144569999967
over_1_ft_curb,1FT+ FROM CURB,null,42.38082669200048,-71.11526981299966
over_1_ft_curb,1FT+ FROM CURB,null,42.37662432100046,-71.14827692599965
over_1_ft_curb,1FT+ FROM CURB,AMH0029,42.35783505000046,-71.09414710299967
over_1_ft_curb,1FT+ FROM CURB,null,42.37482140300045,-71.13189327199967
over_1_ft_curb,1FT+ FROM CURB,null,42.40199411000049,-71.13431357499962
over_1_ft_curb,1FT+ FROM CURB,null,42.38101336300048,-71.11393777599966
over_1_ft_curb,1FT+ FROM CURB,null,42.365852790000474,-71.11185790599967
over_1_ft_curb,1FT+ FROM CURB,null,42.370353002000456,-71.09788024399967
over_1_ft_curb,1FT+ FROM CURB,null,42.379001479000465,-71.12032372099964
over_1_ft_curb,1FT+ FROM CURB,null,42.37879752400045,-71.12401217599967
over_1_ft_curb,1FT+ FROM CURB,null,42.37994634900048,-71.11847891799965
over_1_ft_curb,1FT+ FROM CURB,null,42.37893349300049,-71.12485449299965
over_1_ft_curb,1FT+ FROM CURB,null,42.36683170400045,-71.10396826199963
over_1_ft_curb,1FT+ FROM CURB,null,42.37352237800047,-71.09597139699963
over_1_ft_curb,1FT+ FROM CURB,null,42.366791640000486,-71.10600946299962
over_1_ft_curb,1FT+ FROM CURB,null,42.38066566000049,-71.12116303399966
over_1_ft_curb,1FT+ FROM CURB,null,42.37916510200046,-71.12515639099962
over_1_ft_curb,1FT+ FROM CURB,null,42.38078863600049,-71.11635157399962
over_1_ft_curb,1FT+ FROM CURB,null,42.38057319000046,-71.12389003299967
over_1_ft_curb,1FT+ FROM CURB,null,42.36494364000049,-71.09294320099963
over_1_ft_curb,1FT+ FROM CURB,null,42.36515220300049,-71.11458190099967
over_1_ft_curb,1FT+ FROM CURB,null,42.36800755700045,-71.10435770399965
over_1_ft_curb,1FT+ FROM CURB,null,42.37198984300045,-71.12066594799967
over_1_ft_curb,1FT+ FROM CURB,null,42.37241573400047,-71.11582701699967
over_1_ft_curb,1FT+ FROM CURB,null,42.36547539300045,-71.10276162499963
over_1_ft_curb,1FT+ FROM CURB,null,42.3744073310005,-71.11983976299967
