Intersecti,Intersec_1,the_geom,NodeNumber,TurnRestri,P_X,P_Y,Street1,Street2,EditDate,created_us,created_da,last_edite,last_edi_1,GlobalID
Alewife Brook Pkwy & Matignon Rd,2,POINT (-71.1344573562213 42.402614231791816),2,,754896.31,2971954.46,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4D34AADB-B512-40AB-9AA0-7DC14BEA486D}
Alewife Brook Pkwy & Murray Hill Rd,2,POINT (-71.13477569935233 42.40224191420831),3,,754810.91,2971818.41,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EDE2204A-B7D0-4128-A21D-1FBBE8CD57E7}
Matignon Rd & Murray Hill Rd,2,POINT (-71.1326003367404 42.40172264812871),4,,755399.27,2971631.7,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9F756C96-4A31-4F5E-B9E6-DC23F4DC6E9C}
Muller Ave & Murray Hill Rd,2,POINT (-71.13301219161282 42.401391629966035),8,,755288.55,2971510.59,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{71334BB8-1F44-4980-8B25-093839E50AC8}
Foch St & Gladstone St,2,POINT (-71.13455152643208 42.401298510806576),10,,754872.93,2971474.87,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E0B8A6C2-7817-43E5-8F36-5A40F689963E}
Churchill Ave & Matignon Rd,2,POINT (-71.1318310044673 42.40108760298554),11,,755608.06,2971401.17,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{921950CB-2476-463F-B2DB-C91D15B745EE}
Foch St & Newman St,2,POINT (-71.1338932400057 42.40100417691559),13,,755051.19,2971368.37,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{63A183E1-935B-4A67-9592-C2567DE2ED55}
Muller Ave & Richard Ave,2,POINT (-71.13299893668483 42.40098351957074),14,,755292.77,2971361.88,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{100C4EC0-9505-4614-B0E3-34BF25FA91E1}
Alewife Brook Pkwy & Massachusetts Ave,2,POINT (-71.13600102202265 42.40093781622164),2205,,754481.99,2971341.75,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9FD25511-E60C-43C5-A436-64633F87110D}
Acorn Pk & Concord Tpk,2,POINT (-71.15221745073012 42.400865881732166),2132,,750102.1,2971297.26,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9673E11A-72F4-4739-88AC-8BD8179C8B0F}
Columbus Ave & Massachusetts Ave,2,POINT (-71.13548907773227 42.40069650283289),2143,,754620.64,2971254.4,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7C88331D-9F93-4979-850F-332B51428B4F}
Magoun St & Massachusetts Ave,2,POINT (-71.13523011886686 42.40057719411427),23,,754690.77,2971211.22,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{245974B3-E0B1-4EDF-B7B6-BCB91B35A349}
Gladstone St & Massachusetts Ave,2,POINT (-71.13512698629222 42.400529642022995),21,,754718.7,2971194.01,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9658246A-4B81-4169-9AD7-73AF02D86688}
Churchill Ave & Muller Ave,2,POINT (-71.1323873524356 42.40051645056398),22,,755458.69,2971192.38,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8921EE6A-9D12-4324-B497-552756B64E4A}
Columbus Ave & Madison Ave,2,POINT (-71.136116068186 42.400375951034846),24,,754451.79,2971136.86,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{53FD95D3-6E3C-404B-BAC3-AA9C2E5AF80D}
Massachusetts Ave & Newman St,2,POINT (-71.13446863316112 42.400247769144094),26,,754896.96,2971092.05,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{89482DB7-FE91-4B99-9A76-3DA2D2B0EC15}
Brookford St & Massachusetts Ave,2,POINT (-71.13391222056038 42.40000899658636),2206,,755047.62,2971005.68,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{239712B4-0370-48A6-B242-4C7FC787902A}
Massachusetts Ave & Richard Ave,2,POINT (-71.13377790990977 42.399949764182196),28,,755083.99,2970984.25,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CB68C6BC-7F77-45B0-A78C-90F2BF9F5280}
Columbus Ave & Harrison Ave,2,POINT (-71.1370757688641 42.399889826619436),30,,754193.33,2970958.6,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A900EFA4-DC6A-4DA1-8659-0DC8536E245B}
Washburn Ave & Washburn Ter,2,POINT (-71.13079105806214 42.3998671463065),31,,755890.87,2970957.62,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{799E7812-725F-4871-9B07-92E4D9BCCF0E}
Churchill Ave & Massachusetts Ave,2,POINT (-71.1334889519956 42.39982053232289),2203,,755162.24,2970937.49,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8DB358D0-9523-4333-8FDD-24FDCCBC2477}
Gold Star Rd & Seven Pines Ave,2,POINT (-71.13001838144304 42.39960806826806),35,,756099.98,2970864.11,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F318A134-B7E3-4D5D-BE23-2671E96F1E7D}
Cottage Park Ave & Massachusetts Ave,2,POINT (-71.13293783056315 42.39950068505857),2201,,755311.6,2970821.57,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E2D5E5F6-2FD3-40C2-9CCE-053CA33610CD}
Columbus Ave & Kimball St & Seagrave Rd,3,POINT (-71.1380229226007 42.39949097050861),38,,753938.12,2970812.16,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{77AE87D5-9C71-462D-9684-C828DEBB4421}
Gold Star Rd & Gold Star Road Ct,2,POINT (-71.13030970198496 42.399331909855164),41,,756021.73,2970763.13,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7777A352-3CD2-4598-85DC-34AE4259ECB3}
Camp St & Seven Pines Ave,2,POINT (-71.12941350863755 42.39923367150121),44,,756263.95,2970728.38,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C2E03AFF-BAED-4FDB-8F5F-56A60B68338C}
Alewife T Station Access Rd & Concord Tpk,2,POINT (-71.14718199487233 42.39928685654003),2202,,751464.54,2970727.41,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{6E62FDEE-8311-4826-A1C7-A777380815B0}
Gold Star Rd & Morrison Ct,2,POINT (-71.13065200798576 42.398978394795755),48,,755929.83,2970633.9,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{68E46333-373C-4850-8A59-1CFFECDC7234}
Edmunds St & Massachusetts Ave,2,POINT (-71.1321235608651 42.398951030303614),49,,755532.4,2970622.21,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7B730932-1304-443C-BA45-3021E5A34E65}
Alewife Brook Pkwy & Whittemore Ave,2,POINT (-71.14098017093886 42.398858702033486),52,,753140.33,2970578.37,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{5384910A-FFE5-4E5F-833B-4DB5B53B8EFD}
Seagrave Rd & Whittemore Ave,2,POINT (-71.1404068760059 42.39883910317009),53,,753295.21,2970571.88,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4D0E8BFC-045F-45A7-A43E-D5CCC527FEAB}
Cameron Ave & Seven Pines Ave,2,POINT (-71.12869719240369 42.39879835068684),54,,756458.12,2970570.58,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{168927BC-3061-4351-ADBE-75002D13C4C9}
Acorn Pk & Alewife T Station Access Rd,2,POINT (-71.1463345478024 42.398842325627875),55,,751694.11,2970566.36,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A7F754E5-DD90-4F7F-9B52-867F8482D195}
Kassul Pk & Whittemore Ave,2,POINT (-71.13878460413451 42.39873155962589),58,,753733.56,2970534.54,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{78B7D99F-5DBB-4900-9F66-996AD69C440D}
Kimball St & Whittemore Ave,2,POINT (-71.1380191457846 42.3986828073732),59,,753940.39,2970517.65,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{BE780CE2-F4FF-468E-B847-BB0575739D43}
Gold Star Rd & Gold Star Road Pl,2,POINT (-71.13100633595097 42.3986133098965),61,,755834.7,2970500.44,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A7F3A227-97A5-4030-89A6-8C8FB7F288B7}
Harrison Ave & Whittemore Ave,2,POINT (-71.13705538693326 42.39862275041486),62,,754200.8,2970496.87,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{C1F98CE3-C9A5-4932-AB6B-500E14A5F5BF}
Madison Ave & Whittemore Ave,2,POINT (-71.13609164523439 42.39856002370032),63,,754461.21,2970475.12,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{800B116D-007C-43FF-9C71-2636013DF45D}
Magoun St & Whittemore Ave,2,POINT (-71.13520949540414 42.39852424722465),65,,754699.54,2970463.1,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{822A8C3B-A939-49EF-9C46-DC61FC1225D4}
Massachusetts Ave & Tyler Ct,2,POINT (-71.13152163807452 42.39847597463302),66,,755695.73,2970449.79,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{621A7C0D-90AC-411B-98DE-043DDC31AB84}
Camp St & Fair Oaks St,2,POINT (-71.13031028236001 42.398415946192884),67,,756023.02,2970429.33,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{734EACC1-9BF8-4F16-9C0D-DE9AC15F94B1}
Alewife Brook Pkwy & Concord Tpk,2,POINT (-71.1411823792756 42.398390675782835),68,,753086.43,2970407.58,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4FA17B2C-F5E0-42D9-8184-0B0973E6576C}
Gold Star Rd & Massachusetts Ave,2,POINT (-71.13130627032008 42.3983060040779),69,,755754.17,2970388.1,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EA1534D8-FBAB-440F-9BC0-0FE33E4F4656}
Cedar St & Massachusetts Ave,2,POINT (-71.13089708028423 42.397973237937514),2138,,755865.22,2970267.31,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{865BDFD8-04DA-4F37-8EFF-4BEC9772F148}
Cameron Ave & Fair Oaks St,2,POINT (-71.12962165504527 42.397969140071865),74,,756209.73,2970267.31,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8D7E9A09-C03B-431D-9B78-3D9161CDC29D}
Alewife Brook Pkwy & Concord Tpk,2,POINT (-71.14125410176146 42.39782779209181),79,,753067.92,2970202.37,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F6334E5C-6E7F-4AE5-BCEC-C0E8E2EA9106}
Clifton St & Harvey St,2,POINT (-71.13637399183985 42.397540704140425),83,,754386.53,2970103.33,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{75C885BE-ED78-4E21-8B06-3382BE033603}
Harvey St & Jackson St,2,POINT (-71.13533213624171 42.39747415687023),85,,754668.05,2970080.28,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{ED5771E7-70AC-4153-BA0C-E60A2406E2F4}
Cameron Ave & Harvey St & Massachusetts Ave,3,POINT (-71.13026561564469 42.39741877755836),2204,,756036.66,2970065.99,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{B7A6184E-B798-4DE2-835A-11294C019792}
Clay St & Harvey St,2,POINT (-71.13429272115071 42.397408486013106),87,,754948.91,2970057.55,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{BEDD1EC1-FD2C-4DF6-88CC-A6FBD542F659}
Harvey St & Montgomery St,2,POINT (-71.13325327119816 42.39734280564872),90,,755229.78,2970034.82,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{607A575E-7F28-40D6-94BA-724942F93A0F}
Harvey St & Reed St & Westley Ave,3,POINT (-71.13221140666276 42.39727889180676),91,,755511.3,2970012.74,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4B5FC6D0-F065-4378-B499-8E74046ECF28}
Alewife Brook Pkwy & Concord Tpk,2,POINT (-71.14121500350203 42.39730643709553),92,,753079.28,2970012.42,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{384700FE-BD3D-4BA1-96B5-8675B9FC4B5D}
Harrington Rd & Harvey St,2,POINT (-71.13156370941914 42.39724117465048),93,,755686.31,2969999.75,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{6887D6B8-AC8B-4B52-AA0A-9668BF6A3E07}
Cedar St & Harvey St,2,POINT (-71.13089197526442 42.39719893137991),94,,755867.82,2969985.14,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{D04B5A76-D881-4013-BFD6-019A33D0C291}
Alewife Brook Pkwy & Concord Tpk,2,POINT (-71.14129140922229 42.39718371420605),95,,753058.83,2969967.61,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{1DCCDDA0-42B2-4210-BCEE-D8F6B3ABFF99}
Alberta Ter & Massachusetts Ave,2,POINT (-71.12987934652166 42.397074501418025),97,,756141.54,2969940.98,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{EEA67332-4123-4AF9-87C4-C90AB2111AB3}
Locke St & Shea Rd,2,POINT (-71.12762486950723 42.39696298157761),98,,756750.68,2969902.99,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A8DC4B50-BB25-4350-A114-3095BA1B1E21}
Alewife Brook Pkwy & Alewife T Station Access Rd & Concord Tpk,3,POINT (-71.14108147990562 42.39689970856246),100,,753115.97,2969864.35,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{0AC42647-4001-4F8F-B0ED-9B55F5BAEB88}
Dudley St & Massachusetts Ave,2,POINT (-71.1293854606295 42.39663545441732),2156,,756275.64,2969781.56,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A4B94503-3FEC-430B-871F-EE59FD041449}
Jackson St & Theriault Ct,2,POINT (-71.13530086787185 42.39664365174017),101,,754677.79,2969777.66,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{542C46B6-778A-45A6-9537-AE1E3DD17DC9}
Clifton St & Theriault Ct,2,POINT (-71.13633616721886 42.39659256841212),104,,754398.22,2969757.85,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F999208A-4DA6-48B4-94A2-9A8251ECA1E7}
George St & Montgomery St,2,POINT (-71.13322181831758 42.39654882263866),106,,755239.52,2969745.51,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{0F38FB16-FF98-42FB-B8A7-21F43957453E}
Clay St & George St,2,POINT (-71.1342581116419 42.396530744724224),107,,754959.63,2969737.72,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A1EED114-19F4-42F4-BF0E-2AFFB18DAB95}
Alberta Ter & Cedar St,2,POINT (-71.13087814405016 42.3964798619863),108,,755872.69,2969723.11,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E3D8889C-00E8-4CF2-87C0-DAF0F8E7674E}
Locke St & Woodbridge St,2,POINT (-71.12703900587975 42.39642917633449),110,,756909.78,2969709.15,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7494964B-B988-4082-B09E-028DC2849D54}
Reed St & Reed Street Ter,2,POINT (-71.13217517218047 42.39627818341709),111,,755522.66,2969648.1,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8FB06A22-F5FE-463C-9998-5D451EE8846F}
Montgomery St & Reed Street Ter,2,POINT (-71.13321271408526 42.39625476801015),112,,755242.44,2969638.36,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CB28B0A2-58CF-4235-A0B2-06F669F832F5}
Massachusetts Ave & Shea Rd,2,POINT (-71.12887483686688 42.39617939297891),113,,756414.29,2969615.96,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{903CFA96-1A86-48B0-8842-83F1AC3B1ED2}
Massachusetts Ave & Norris St,2,POINT (-71.12870741615333 42.39603004270812),2170,,756459.75,2969561.73,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{FC16624B-A185-4241-8010-3DF4DB561164}
Meacham Rd & Orchard St,2,POINT (-71.12607738912469 42.39601441968982),116,,757170.19,2969559.14,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A4D7ADB1-9911-45B1-A949-6A577F60D5C5}
Locke St & Meacham Rd,2,POINT (-71.12638379055448 42.39583008126379),119,,757087.72,2969491.6,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{14ADB84E-D139-4F62-8977-85F317A107D1}
Cedar St & Dudley St,2,POINT (-71.13085929770041 42.39579551614041),120,,755878.86,2969473.74,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{A478627D-DC8B-4CB0-B9DC-6FFE826C74A3}
Dudley St & Reed St,2,POINT (-71.13215411117923 42.395768462485414),121,,755529.15,2969462.37,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{87D760EE-3649-4516-A92D-344D6A421530}
Belmont Ct & Dudley St,2,POINT (-71.1325243642855 42.39576075469325),122,,755429.15,2969459.13,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{7E59F5DB-482C-4970-8EE5-4BA3F6251907}
Dudley St & Montgomery St,2,POINT (-71.13319160770682 42.39574504714757),123,,755248.94,2969452.63,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{273E2C89-5B6C-46F9-AC01-679A4D1EBAB8}
Dudley Ct & Dudley St,2,POINT (-71.13350662652041 42.39573716011915),124,,755163.86,2969449.39,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{47640CE6-DD9D-4762-B968-740654BD820A}
Clay St & Dudley St,2,POINT (-71.13422913524698 42.3957225280954),125,,754968.72,2969443.22,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{9D8FBBB0-ED12-4E96-B771-746F16AE381F}
Dudley St & Jackson St,2,POINT (-71.13526543531864 42.39570087389846),127,,754688.83,2969434.13,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{291BD005-8375-487A-A844-E828870BE165}
Massachusetts Ave & Woodbridge St,2,POINT (-71.12830081796389 42.395670548311955),126,,756570.15,2969431.2,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E8A9F9A5-01D8-4DF7-84D9-C3FB7FC99370}
Clifton St & Dudley St,2,POINT (-71.13630055019499 42.39567917918496),128,,754409.26,2969425.03,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{6DB5435B-E463-458D-A27E-7D098C9FA827}
Massachusetts Ave & Rice St,2,POINT (-71.12792056764111 42.39533254127886),2168,,756673.4,2969308.47,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{B5C1C8DA-0643-4FC4-A1A7-7C1D32CB2B79}
Reed St & Reed Street Ct,2,POINT (-71.13213283196293 42.395289940718015),133,,755535.65,2969288.01,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{59967ED4-406B-4B97-80F4-0E424B9460E6}
Cedar St & McLean Pl,2,POINT (-71.1308432941332 42.39524572042515),137,,755884.05,2969273.4,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{256267B0-2BB8-4F5A-B99D-195752E44E1E}
Blanchard Rd & Flanders Rd,2,POINT (-71.15861649347983 42.39531897994243),138,,748381.83,2969268.85,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CFA08E0C-BD96-4823-8378-6761A8CCD10B}
Drummond Pl & Norris St,2,POINT (-71.13014661041247 42.395156167446906),140,,756072.38,2969241.58,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{1E8FB29A-D9CF-47AA-8124-44432DCC3831}
Massachusetts Ave & Meacham Rd,2,POINT (-71.1276395488249 42.39508035893101),2167,,756749.71,2969216.9,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{FF2F59B2-BFAD-41AB-BE42-E44A5309A03A}
Hooper Pl & Massachusetts Ave,2,POINT (-71.12753553517558 42.39499004465662),145,,756777.95,2969184.11,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8A66D0AA-74BD-4900-B2D8-A68B0FAAB79E}
Day St & Orchard St,2,POINT (-71.12479794623466 42.39487243157262),146,,757517.62,2969144.49,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{D0FA9C84-8686-418A-BE3F-B1AF693F2970}
Cedar St & Norris St,2,POINT (-71.13083062169177 42.394740471376025),149,,755888.27,2969089.29,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{116E4B48-96D0-4892-A65F-93709C0A3B01}
Montgomery St & Olive Pl,2,POINT (-71.13315202610337 42.39469979203484),153,,755261.27,2969071.76,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{435B2B50-9723-44E9-ADAE-693B74925B2B}
Alewife Brook Pkwy & Cambridgepark Dr,2,POINT (-71.14056025256981 42.39469910540289),2199,,753260.14,2969062.99,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{04E3A4E1-9EE5-41E5-B01D-A653F24E6E9A}
Hollis St & Massachusetts Ave,2,POINT (-71.12715525100104 42.39465288556274),2166,,756881.21,2969061.69,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{010EB50C-864C-436B-94C5-B48420226C79}
Alewife T Station Access Rd & Cambridgepark Dr & Cambridgepark Pl,3,POINT (-71.14232411984996 42.39461997479952),2164,,752783.8,2969032.15,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{2E8073E6-41CD-40C7-A292-F6C8EC08B3D2}
Dover St & Massachusetts Ave,2,POINT (-71.1270117799089 42.39452413589705),2163,,756920.17,2969014.94,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E28F4BAF-4633-4CDD-B827-5B9A8AD14DE4}
Frances Pl & Montgomery St,2,POINT (-71.1331416336321 42.39441731308671),167,,755264.52,2968968.83,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{4C4233E1-EDBB-4374-A4E3-8F40BDD5711B}
Rice Cir & Rice St,2,POINT (-71.12951655882604 42.394366486383106),170,,756243.82,2968954.54,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{CC7FF019-212A-44BF-AD8D-26AF6BCC99FA}
Normandy Ave & Normandy Ter & Normandy Terrace Ext,3,POINT (-71.15466031768521 42.39425757459781),172,,749452.04,2968886.35,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{07583286-765F-4BA4-B82C-974221126799}
Mooney St & Smith Pl,2,POINT (-71.15025278073595 42.394194375891736),174,,750642.72,2968868.17,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F5EF671D-172E-4CEF-BC9F-C16F24C5B269}
Chester St & Orchard St,2,POINT (-71.12377508055198 42.39405026480415),176,,757795.24,2968846.09,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{79F6B06B-6844-4B6B-BBC5-2324A698F835}
Alewife Brook Pkwy & Rindge Ave,2,POINT (-71.14053494524596 42.394077991509235),2162,,753267.93,2968836.67,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{3FD067D6-F8CB-4F65-B05D-BAA3896F9647}
Day St & Massachusetts Ave,2,POINT (-71.12638162110169 42.393960739577636),2161,,757091.29,2968810.37,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{49803A5F-1B8C-4735-88D9-152E2EC91625}
Normandy Ave & South Normandy Ave,2,POINT (-71.15621940096287 42.394027928158664),179,,749031.23,2968800.96,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{D587B3F7-122C-4328-A985-332BAFEB7C08}
Hollis St & Rindgefield St,2,POINT (-71.12836033639391 42.393934191008874),180,,756556.83,2968798.36,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{397E676F-F9D3-4A83-A75B-1C21E4AEF3B7}
,0,POINT (-71.13431227296043 42.40462741058892),1,,754932.35,2972688.28,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{F7984678-728B-4A5F-85BC-4A0F4E0B7327}
,0,POINT (-71.13538379180501 42.401651319175066),5,,754647.59,2971602.48,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{28BB210E-A01F-4B93-9B61-59C0960A2655}
,0,POINT (-71.13009060386554 42.40144464872422),6,,756077.57,2971533.32,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{12D7D5DF-2F3D-4227-A9D1-3C0540D1FC0E}
,0,POINT (-71.13687586998948 42.40141280394543),2209,,754244.96,2971513.84,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{8CF270EE-FF48-4379-B8AB-4E11E2015059}
,0,POINT (-71.15296631309114 42.40110514598862),12,,749899.48,2971383.63,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{E29F282E-0D19-4002-BF6E-7A2EA62F775D}
,0,POINT (-71.12964540674452 42.40089168958252),16,,756198.69,2971332.33,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{272EE1C6-AE8D-4D0C-B38F-4107C27E8B6D}
,0,POINT (-71.1291822034003 42.40034223787387),25,,756324.67,2971132.64,,,,,11/30/1899 12:00:00 AM +0000,,11/30/1899 12:00:00 AM +0000,{95187939-D6C2-4F16-B627-537CACB78B1F}
